Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D9;Transferts en capital (*);GF1001;10.1 - Maladie et invalidité;FRA;France;0,162;0,057;0,058;0,059;0,326;0,017;0,253;0,031;0,209;0,191;0,110;0,124;1,278;0,428;0,230;0,301;0,440;0,174;0,136;0,157;0,092;0,125;0,234;0,258;0,361;0,355;0,421;0,407;0,244;0,263
D9;Transferts en capital (*);GF1002;10.2 - Vieillesse;FRA;France;0,422;0,152;0,101;0,113;0,332;0,254;0,887;0,580;1,223;0,988;0,409;0,392;0,808;0,446;0,083;0,077;0,086;0,083;0,071;0,065;0,108;0,058;0,046;0,101;0,121;0,133;0,165;0,169;0,174;0,214
D9;Transferts en capital (*);GF1003;10.3 - Survivants;FRA;France;0,092;0,068;0,098;0,074;0,107;0,105;0,119;0,153;0,109;0,122;0,166;0,216;0,158;0,226;0,229;0,247;0,241;0,243;0,249;0,253;0,259;0,247;0,245;0,241;0,235;0,247;0,227;0,218;0,213;0,209
D9;Transferts en capital (*);GF1004;10.4 - Famille et enfants;FRA;France;0,185;0,091;0,092;0,097;0,388;0,013;0,285;0,025;0,255;0,356;0,101;0,106;0,841;0,220;0,086;0,103;0,156;0,138;0,128;0,148;0,229;0,207;0,228;0,228;0,283;0,227;0,371;0,437;0,285;0,266
D9;Transferts en capital (*);GF1005;10.5 - Chômage;FRA;France;0,334;0,183;0,211;0,181;1,144;0,695;0,868;0,486;0,221;0,187;0,747;0,859;0,667;0,940;1,028;1,024;1,160;1,153;1,300;1,264;1,289;1,284;1,372;1,205;1,125;0,951;1,035;0,868;0,891;1,119
D9;Transferts en capital (*);GF1006;10.6 - Logement;FRA;France;0,367;0,272;0,390;0,287;0,423;0,413;0,467;0,591;0,426;0,466;0,614;0,809;0,638;0,827;0,513;0,479;0,400;0,376;0,420;0,372;0,294;0,415;0,375;0,431;0,358;0,337;0,325;0,332;0,302;0,399
D9;Transferts en capital (*);GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;0,057;0,050;0,050;0,042;0,052;0,051;0,058;0,070;0,058;0,063;0,078;0,100;0,025;0,022;0,028;0,025;0,023;0,028;0,031;0,031;0,028;0,036;0,032;0,041;0,051;0,046;0,064;0,066;0,262;0,331
D9;Transferts en capital (*);GF1008;10.8 - R-D dans le domaine de la protection sociale;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF1009;10.9 - Protection sociale n.c.a.;FRA;France;0,039;0,044;0,026;0,024;0,021;0,020;0,021;0,025;0,026;0,031;0,027;0,034;0,047;0,036;0,062;0,063;0,070;0,052;0,049;0,037;0,041;0,034;0,016;0,036;0,028;0,029;0,032;0,037;0,017;0,022
P5L;Acquisition nette d’actifs non financiers;GF01;01 - Services généraux des administrations publiques;FRA;France;6,907;6,819;6,937;7,095;8,236;8,861;8,665;8,674;9,458;10,398;11,076;11,161;12,341;12,575;14,872;14,035;14,493;16,357;16,605;15,846;15,069;15,082;15,307;15,759;16,950;16,202;17,999;19,310;20,726;22,191
P5L;Acquisition nette d’actifs non financiers;GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;0,202;0,200;0,198;0,199;0,199;0,216;0,266;0,274;0,276;0,254;0,260;0,259;0,403;0,426;0,678;0,525;0,468;0,479;0,235;0,317;0,257;0,195;0,187;0,222;0,446;0,331;0,674;0,703;0,713;0,763
P5L;Acquisition nette d’actifs non financiers;GF0102;01.2 - Aide économique extérieure;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,007;0,006;0,007;0,008;0,008;0,008
P5L;Acquisition nette d’actifs non financiers;GF0103;01.3 - Services généraux;FRA;France;2,979;2,776;2,764;2,854;3,735;4,154;3,849;3,980;4,041;4,871;5,194;5,451;6,077;6,462;7,627;5,624;5,616;7,734;6,713;6,244;6,365;6,605;6,617;6,893;7,484;7,252;8,329;9,112;9,827;11,132
P5L;Acquisition nette d’actifs non financiers;GF0104;01.4 - Recherche fondamentale;FRA;France;3,639;3,760;3,882;3,944;4,181;4,352;4,427;4,290;5,008;5,111;5,449;5,271;5,666;5,477;6,319;7,649;8,170;7,925;8,128;8,051;8,296;8,142;8,364;8,477;8,819;8,424;8,782;9,275;9,967;10,037
P5L;Acquisition nette d’actifs non financiers;GF0105;01.5 - R & D concernant les services généraux des administrations publiques;FRA;France;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,001;0,003;0,003;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,000;0,002;0,005;0,003;0,003;0,006
P5L;Acquisition nette d’actifs non financiers;GF0106;01.6 - Services généraux des administrations publiques n.c.a.;FRA;France;0,086;0,083;0,093;0,097;0,120;0,138;0,123;0,129;0,132;0,162;0,171;0,179;0,192;0,208;0,246;0,237;0,240;0,220;1,529;1,234;0,151;0,139;0,138;0,168;0,192;0,188;0,201;0,208;0,207;0,245
P5L;Acquisition nette d’actifs non financiers;GF0108;01.8 - Transferts de caractère général entre administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;;;
P5L;Acquisition nette d’actifs non financiers;GF02;02 - Défense;FRA;France;7,438;6,835;3,346;5,559;5,573;4,763;7,017;7,019;5,058;5,940;5,343;6,076;5,323;6,627;7,560;9,820;6,444;7,194;7,217;6,057;7,210;10,601;7,190;7,915;7,781;9,350;7,648;9,198;9,707;11,268
P5L;Acquisition nette d’actifs non financiers;GF0201;02.1 - Défense militaire;FRA;France;6,900;6,372;3,244;5,048;5,105;4,439;6,390;6,355;4,672;5,563;4,907;5,674;4,925;6,181;7,105;9,182;5,832;6,654;6,975;5,698;6,751;9,640;6,178;6,606;6,470;8,798;7,018;8,605;9,018;10,508
P5L;Acquisition nette d’actifs non financiers;GF0202;02.2 - Défense civile;FRA;France;0,068;0,054;0,002;0,061;0,054;0,033;0,076;0,078;0,040;0,040;0,047;0,042;0,038;0,042;0,042;0,132;0,096;0,047;0,021;0,006;0,012;0,006;0,015;0,003;0,002;0,009;0,023;0,010;0,011;0,006
P5L;Acquisition nette d’actifs non financiers;GF0203;02.3 - Aide militaire à des pays étrangers;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,005;0,022;0,011;0,023;0,000;0,052;0,020;0,020;0,017;0,018;0,029;0,032;0,034;0,036;0,035;0,093
P5L;Acquisition nette d’actifs non financiers;GF0204;02.4 - R-D concernant la défense;FRA;France;0,228;0,212;0,087;0,230;0,215;0,171;0,280;0,297;0,201;0,196;0,220;0,208;0,222;0,251;0,257;0,193;0,119;0,112;0,097;0,117;0,120;0,106;0,101;0,115;0,135;0,161;0,141;0,137;0,160;0,155
P5L;Acquisition nette d’actifs non financiers;GF0205;02.5 - Défense n.c.a.;FRA;France;0,242;0,196;0,013;0,220;0,198;0,120;0,273;0,289;0,144;0,142;0,169;0,151;0,139;0,152;0,152;0,291;0,386;0,360;0,124;0,185;0,308;0,830;0,879;1,172;1,146;0,351;0,432;0,410;0,484;0,507
P5L;Acquisition nette d’actifs non financiers;GF03;03 - Ordre et sécurité publics;FRA;France;1,470;1,402;1,096;1,418;1,537;1,563;2,422;2,543;2,513;2,271;2,505;2,493;2,780;2,984;3,231;3,431;2,429;2,179;2,163;2,214;2,219;2,293;2,325;2,479;2,702;2,820;3,138;3,610;3,825;4,312
P5L;Acquisition nette d’actifs non financiers;GF0301;03.1 - Services de police;FRA;France;0,755;0,710;0,521;0,716;0,746;0,746;1,206;1,190;1,161;1,036;1,124;1,075;1,213;1,245;1,358;1,347;0,860;0,510;0,546;0,622;0,630;0,824;0,827;0,870;0,910;0,902;0,930;1,215;1,293;1,573
P5L;Acquisition nette d’actifs non financiers;GF0302;03.2 - Services de protection civile;FRA;France;0,271;0,250;0,241;0,247;0,329;0,351;0,488;0,645;0,663;0,617;0,719;0,791;0,860;1,032;1,098;1,034;1,027;1,008;0,954;0,921;0,859;0,849;0,867;0,939;1,064;1,086;1,160;1,129;1,219;1,374
P5L;Acquisition nette d’actifs non financiers;GF0303;03.3 - Tribunaux;FRA;France;0,248;0,239;0,188;0,247;0,253;0,254;0,382;0,375;0,367;0,335;0,356;0,343;0,385;0,383;0,414;0,438;0,176;0,283;0,237;0,261;0,284;0,246;0,250;0,325;0,319;0,313;0,372;0,443;0,465;0,494
P5L;Acquisition nette d’actifs non financiers;GF0304;03.4 - Administration pénitentiaire;FRA;France;0,169;0,158;0,115;0,160;0,164;0,163;0,264;0,255;0,247;0,220;0,238;0,223;0,253;0,253;0,276;0,501;0,290;0,336;0,393;0,376;0,413;0,322;0,326;0,261;0,345;0,413;0,548;0,709;0,669;0,610
P5L;Acquisition nette d’actifs non financiers;GF0305;03.5 - R-D concernant l'ordre et la sécurité publics;FRA;France;-0,005;0,001;0,001;0,001;0,000;0,001;0,001;0,001;0,001;0,000;0,000;0,000;0,000;0,000;0,006;0,009;0,010;0,010;0,009;0,010;0,009;0,007;0,006;0,007;0,008;0,006;;;;
P5L;Acquisition nette d’actifs non financiers;GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,032;0,044;0,031;0,048;0,045;0,048;0,082;0,077;0,075;0,063;0,069;0,061;0,071;0,071;0,079;0,101;0,065;0,033;0,025;0,025;0,024;0,045;0,049;0,077;0,055;0,100;0,128;0,114;0,178;0,260
P5L;Acquisition nette d’actifs non financiers;GF04;04 - Affaires économiques;FRA;France;22,018;23,509;21,912;22,133;20,944;23,869;20,564;21,133;24,272;24,414;26,357;26,572;27,799;28,187;28,360;28,897;28,480;30,732;32,359;29,535;28,096;26,711;29,742;30,774;33,387;32,881;34,332;34,753;35,030;34,228
P5L;Acquisition nette d’actifs non financiers;GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;0,472;0,511;0,490;0,494;0,459;0,562;0,488;0,462;0,520;0,541;0,582;0,600;0,638;0,648;0,630;0,616;0,682;1,127;1,083;1,009;0,936;0,772;0,713;0,610;0,906;0,725;0,918;0,756;0,880;0,858
P5L;Acquisition nette d’actifs non financiers;GF0402;04.2 - Agriculture, sylviculture, pêche et chasse;FRA;France;0,546;0,599;0,540;0,547;0,519;0,598;0,472;0,494;0,580;0,569;0,635;0,630;0,651;0,639;0,621;0,636;0,584;0,244;0,282;0,290;0,344;0,256;0,236;0,361;0,296;0,271;0,288;0,307;0,411;0,423
P5L;Acquisition nette d’actifs non financiers;GF0403;04.3 - Combustibles et énergie;FRA;France;1,126;1,179;1,062;1,060;0,969;1,231;1,088;0,961;1,080;1,128;1,220;1,284;1,395;1,354;1,194;1,256;1,377;2,703;2,459;1,720;1,147;1,352;1,520;1,333;1,286;1,654;1,516;1,431;1,990;1,924
P5L;Acquisition nette d’actifs non financiers;GF0404;04.4 - Industries extractives et manufacturières, construction;FRA;France;0,036;0,043;0,038;0,039;0,038;0,041;0,035;0,040;0,045;0,042;0,049;0,046;0,048;0,049;0,053;0,075;0,048;0,060;0,064;0,105;0,046;0,057;0,072;0,053;0,056;0,044;0,046;0,041;0,049;0,058
P5L;Acquisition nette d’actifs non financiers;GF0405;04.5 - Transports;FRA;France;13,940;14,643;13,927;13,907;12,852;14,998;12,101;12,387;14,995;15,291;16,250;16,467;17,076;17,257;16,723;16,965;16,811;17,345;19,161;17,827;16,692;15,140;17,282;18,683;20,453;19,301;20,076;20,209;18,840;17,426
P5L;Acquisition nette d’actifs non financiers;GF0406;04.6 - Communications;FRA;France;0,006;0,006;0,005;0,005;0,006;0,006;0,006;0,005;0,006;0,006;0,006;0,007;0,007;0,007;0,006;0,055;0,129;0,807;0,773;0,012;0,046;0,094;0,143;0,203;0,252;0,411;0,682;0,724;0,763;0,796
P5L;Acquisition nette d’actifs non financiers;GF0407;04.7 - Autres branches d'activité;FRA;France;1,091;1,147;1,074;1,072;0,989;1,247;1,111;0,999;1,113;1,176;1,257;1,320;1,426;1,411;1,297;1,410;0,938;1,038;1,108;1,143;1,141;1,180;1,213;1,353;1,748;1,664;1,675;1,735;2,162;1,995
P5L;Acquisition nette d’actifs non financiers;GF0408;04.8 - R-D concernant les affaires économiques;FRA;France;4,677;5,240;4,651;4,880;4,990;5,048;5,165;5,673;5,796;5,533;6,210;6,074;6,412;6,680;7,693;7,729;7,768;7,250;7,240;7,217;7,552;7,700;7,778;7,970;8,201;8,600;8,939;9,381;9,775;10,646
P5L;Acquisition nette d’actifs non financiers;GF0409;04.9 - Affaires économiques n.c.a.;FRA;France;0,123;0,142;0,124;0,129;0,122;0,138;0,099;0,113;0,137;0,128;0,148;0,144;0,146;0,142;0,144;0,156;0,144;0,157;0,190;0,213;0,192;0,161;0,784;0,207;0,190;0,210;0,193;0,170;0,161;0,102
P5L;Acquisition nette d’actifs non financiers;GF05;05 - Protection de l'environnement;FRA;France;2,074;2,069;2,194;2,317;2,704;3,037;3,466;3,228;3,121;3,627;4,198;4,229;4,661;4,836;4,970;5,077;5,249;5,099;5,129;4,976;4,778;4,488;4,755;5,068;5,684;5,084;5,595;6,467;7,001;7,120
P5L;Acquisition nette d’actifs non financiers;GF0501;05.1 - Gestion des déchets;FRA;France;0,545;0,506;0,552;0,585;0,683;0,770;0,839;0,814;0,838;0,944;1,087;1,129;1,223;1,275;1,313;1,455;1,559;1,477;1,522;1,543;1,468;1,503;1,554;1,674;1,935;1,772;1,926;2,162;2,375;2,458
P5L;Acquisition nette d’actifs non financiers;GF0502;05.2 - Gestion des eaux usées;FRA;France;1,158;1,048;1,123;1,206;1,431;1,650;1,796;1,684;1,763;2,017;2,411;2,488;2,701;2,872;2,917;2,823;2,908;2,795;2,616;2,421;2,244;2,020;2,138;2,235;2,510;2,124;2,317;2,614;2,704;2,755
P5L;Acquisition nette d’actifs non financiers;GF0503;05.3 - Lutte contre la pollution;FRA;France;0,059;0,075;0,067;0,069;0,080;0,067;0,103;0,084;0,052;0,082;0,079;0,063;0,066;0,069;0,071;0,114;0,069;0,069;0,192;0,049;0,048;0,086;0,119;0,124;0,125;0,136;0,231;0,514;0,674;0,659
P5L;Acquisition nette d’actifs non financiers;GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,167;0,179;0,201;0,205;0,230;0,247;0,289;0,266;0,230;0,282;0,310;0,297;0,351;0,331;0,345;0,374;0,422;0,497;0,515;0,518;0,545;0,426;0,435;0,510;0,568;0,566;0,589;0,571;0,547;0,380
P5L;Acquisition nette d’actifs non financiers;GF0505;05.5 - R-D dans le domaine de la protection de l'environnement;FRA;France;-0,012;0,042;0,043;0,045;0,038;0,109;0,161;0,141;0,109;0,098;0,108;0,100;0,152;0,148;0,170;0,173;0,200;0,182;0,190;0,358;0,399;0,394;0,407;0,414;0,428;0,355;0,364;0,438;0,529;0,641
P5L;Acquisition nette d’actifs non financiers;GF0506;05.6 - Protection de l'environnement n.c.a.;FRA;France;0,158;0,221;0,209;0,207;0,241;0,195;0,279;0,239;0,129;0,204;0,203;0,154;0,169;0,143;0,155;0,139;0,091;0,079;0,093;0,087;0,074;0,059;0,103;0,111;0,119;0,132;0,170;0,168;0,172;0,226
P5L;Acquisition nette d’actifs non financiers;GF06;06 - Logements et équipements collectifs;FRA;France;3,206;2,962;3,352;3,426;4,150;4,836;5,376;5,510;5,447;6,013;6,425;7,070;7,861;8,005;8,191;7,295;7,418;6,418;7,046;6,450;5,792;5,730;5,816;6,394;8,164;6,943;7,627;9,461;12,515;17,496
P5L;Acquisition nette d’actifs non financiers;GF0601;06.1 - Logements;FRA;France;0,212;0,196;0,192;0,193;0,229;0,251;0,282;0,287;0,291;0,309;0,339;0,362;0,390;0,402;0,379;0,402;0,344;0,287;0,331;0,275;0,279;0,340;0,263;0,465;0,470;0,563;0,258;0,222;0,414;0,406
P5L;Acquisition nette d’actifs non financiers;GF0602;06.2 - Équipements collectifs;FRA;France;2,031;1,907;2,288;2,333;2,765;3,246;3,554;3,648;3,611;4,010;4,258;4,655;5,245;5,307;5,582;4,653;4,920;4,370;4,792;4,373;3,820;3,724;3,749;4,166;5,619;4,572;5,191;6,888;9,437;14,034
P5L;Acquisition nette d’actifs non financiers;GF0603;06.3 - Alimentation en eau;FRA;France;0,704;0,628;0,639;0,659;0,848;0,982;1,131;1,155;1,133;1,245;1,343;1,507;1,638;1,690;1,641;1,622;1,489;1,210;1,358;1,260;1,236;1,150;1,237;1,254;1,412;1,216;1,383;1,503;1,603;1,542
P5L;Acquisition nette d’actifs non financiers;GF0604;06.4 - Éclairage public;FRA;France;0,250;0,223;0,226;0,233;0,299;0,345;0,396;0,408;0,398;0,437;0,470;0,527;0,569;0,587;0,571;0,585;0,604;0,512;0,535;0,517;0,470;0,465;0,513;0,589;0,626;0,574;0,584;0,629;0,804;0,887
P5L;Acquisition nette d’actifs non financiers;GF0605;06.5 - R-D dans le domaine du logement et des équipements collectifs;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;-0,001;-0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;;;
P5L;Acquisition nette d’actifs non financiers;GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,009;0,007;0,007;0,007;0,010;0,012;0,013;0,013;0,013;0,013;0,016;0,018;0,018;0,019;0,019;0,033;0,061;0,039;0,030;0,025;-0,013;0,051;0,054;-0,079;0,037;0,019;0,210;0,220;0,257;0,627
P5L;Acquisition nette d’actifs non financiers;GF07;07 - Santé;FRA;France;5,883;6,226;6,214;6,053;5,650;6,303;6,158;6,401;7,316;7,706;8,650;8,988;8,345;8,342;8,620;8,569;9,356;9,925;8,768;9,035;7,783;7,577;7,688;7,627;7,716;9,149;8,794;10,432;9,420;9,927
P5L;Acquisition nette d’actifs non financiers;GF0703;07.3 - Services hospitaliers;FRA;France;4,464;4,787;4,788;4,582;4,133;4,707;4,445;4,588;5,400;5,749;6,557;6,878;6,123;6,067;6,007;6,033;7,078;7,489;6,232;6,413;5,268;4,976;4,871;4,766;4,817;4,452;4,964;5,144;5,876;6,003
P5L;Acquisition nette d’actifs non financiers;GF0704;07.4 - Services de santé publique;FRA;France;0,051;0,048;0,042;0,048;0,058;0,061;0,073;0,073;0,068;0,073;0,081;0,083;0,084;0,080;0,232;0,136;-0,107;0,089;0,061;0,153;-0,001;0,177;0,197;0,195;0,165;1,929;0,843;2,188;0,239;0,453
P5L;Acquisition nette d’actifs non financiers;GF0705;07.5 - R-D dans le domaine de la santé;FRA;France;1,354;1,376;1,370;1,407;1,440;1,515;1,618;1,717;1,825;1,859;1,984;1,997;2,107;2,161;2,339;2,348;2,350;2,305;2,435;2,404;2,463;2,456;2,550;2,589;2,675;2,694;2,920;3,034;3,223;3,360
P5L;Acquisition nette d’actifs non financiers;GF0706;07.6 - Santé n.c.a.;FRA;France;0,015;0,015;0,014;0,015;0,019;0,021;0,023;0,023;0,023;0,026;0,028;0,030;0,032;0,034;0,043;0,052;0,034;0,042;0,040;0,065;0,053;-0,032;0,071;0,077;0,059;0,074;0,068;0,066;0,082;0,112
P5L;Acquisition nette d’actifs non financiers;GF08;08 - Loisirs, culture et culte;FRA;France;4,535;4,149;4,121;4,592;5,192;5,484;6,337;6,172;6,479;7,113;7,834;8,073;8,536;8,356;8,187;8,261;8,338;8,794;9,518;8,780;7,380;7,112;7,518;7,823;9,009;7,846;8,195;8,886;9,846;10,315
P5L;Acquisition nette d’actifs non financiers;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;1,759;1,589;1,519;1,828;2,078;2,129;2,481;2,473;2,623;2,946;3,280;3,436;3,723;3,643;3,464;3,423;3,626;3,784;4,164;3,677;3,208;3,025;3,230;3,434;4,188;3,671;3,609;4,219;4,754;4,801
P5L;Acquisition nette d’actifs non financiers;GF0802;08.2 - Services culturels;FRA;France;1,941;1,679;1,681;1,793;2,078;2,194;2,602;2,406;2,523;2,814;3,141;3,188;3,311;3,219;3,158;3,287;3,106;3,435;3,766;3,536;2,640;2,591;2,745;2,860;3,246;2,678;3,106;3,192;3,441;3,702
P5L;Acquisition nette d’actifs non financiers;GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,794;0,845;0,887;0,930;0,989;1,112;1,198;1,236;1,274;1,286;1,338;1,370;1,415;1,411;1,487;1,477;1,529;1,484;1,478;1,476;1,453;1,431;1,472;1,442;1,458;1,408;1,388;1,383;1,546;1,683
P5L;Acquisition nette d’actifs non financiers;GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,041;0,036;0,034;0,041;0,047;0,049;0,056;0,057;0,060;0,067;0,075;0,080;0,087;0,084;0,078;0,074;0,077;0,090;0,111;0,090;0,061;0,062;0,071;0,083;0,095;0,081;0,080;0,081;0,085;0,090
P5L;Acquisition nette d’actifs non financiers;GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,000;0,019;0,002;0,000;0,005;0,023;0,008;0,012;0,011;0,020;0,039
P5L;Acquisition nette d’actifs non financiers;GF09;09 - Enseignement;FRA;France;4,715;4,553;4,541;4,767;5,679;5,614;6,247;6,623;6,493;7,019;7,137;7,167;7,652;8,727;10,131;10,200;9,279;8,964;8,537;8,470;8,313;7,759;8,075;8,661;9,773;8,293;9,394;10,445;11,173;11,661
P5L;Acquisition nette d’actifs non financiers;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;1,129;1,080;1,025;1,045;1,472;1,314;1,480;1,627;1,573;1,695;1,752;1,735;1,910;2,071;2,269;2,379;2,407;0,811;2,787;2,508;2,293;2,136;2,500;2,788;3,093;2,468;2,778;3,203;3,622;4,171
P5L;Acquisition nette d’actifs non financiers;GF0902;09.2 - Enseignement secondaire;FRA;France;2,081;1,984;1,924;1,907;2,693;2,406;2,746;3,021;2,972;3,185;3,251;3,333;3,605;3,872;4,280;3,729;3,478;5,229;3,298;3,409;3,411;3,267;3,234;3,285;3,662;3,643;4,208;4,407;4,612;4,557
P5L;Acquisition nette d’actifs non financiers;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,019;0,019;0,021;0,021;0,021;0,024;0,024;0,026;0,026;0,030;0,028;0,031;0,031;0,038;0,049;0,264;0,061;0,052;0,045;0,056;0,040;0,046;0,078;0,060;0,050;0,004;0,042;0,053;0,056;0,072
P5L;Acquisition nette d’actifs non financiers;GF0904;09.4 - Enseignement supérieur;FRA;France;0,919;0,913;1,005;1,152;0,880;1,170;1,252;1,178;1,180;1,295;1,278;1,267;1,268;1,706;2,259;2,795;2,623;2,136;1,561;1,662;1,693;1,559;1,560;1,825;1,968;1,398;1,549;1,967;1,962;1,759
P5L;Acquisition nette d’actifs non financiers;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,173;0,176;0,212;0,239;0,173;0,245;0,249;0,248;0,258;0,287;0,275;0,291;0,279;0,389;0,539;0,268;0,081;0,087;0,095;0,101;0,102;0,113;0,128;0,104;0,095;0,124;0,065;0,069;0,068;0,090
P5L;Acquisition nette d’actifs non financiers;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,393;0,381;0,354;0,402;0,440;0,454;0,494;0,522;0,484;0,527;0,552;0,509;0,559;0,650;0,733;0,757;0,620;0,639;0,740;0,721;0,757;0,624;0,570;0,594;0,901;0,654;0,750;0,743;0,848;1,012
P5L;Acquisition nette d’actifs non financiers;GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,002;0,001;0,001;0,001;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,002;0,002;0,008;0,009;0,009;0,011;0,013;0,016;0,014;0,006;0,005;0,005;0,003;0,003;0,002;0,005;
P5L;Acquisition nette d’actifs non financiers;GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,000;0,000;0,000;0,001;0,000;0,001;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001
P5L;Acquisition nette d’actifs non financiers;GF10;10 - Protection sociale;FRA;France;0,207;0,115;0,167;0,284;0,462;0,435;0,501;1,098;1,332;1,430;1,579;1,433;2,355;2,745;2,988;3,213;3,815;3,546;3,148;3,329;2,683;2,900;2,541;2,640;3,491;2,963;2,936;2,524;3,438;3,571
P5L;Acquisition nette d’actifs non financiers;GF1001;10.1 - Maladie et invalidité;FRA;France;-0,055;-0,064;-0,064;-0,052;-0,039;-0,058;-0,043;-0,008;-0,019;-0,019;-0,020;0,007;0,231;0,233;0,378;0,426;0,413;0,369;0,438;0,370;0,345;0,326;0,449;0,380;0,526;0,497;0,395;0,428;0,533;0,549
P5L;Acquisition nette d’actifs non financiers;GF1002;10.2 - Vieillesse;FRA;France;-0,287;-0,308;-0,317;-0,278;-0,184;-0,238;-0,204;0,317;0,492;0,504;0,500;0,265;0,510;1,018;1,003;1,313;1,586;1,577;0,959;1,365;1,046;1,502;1,019;0,973;1,502;1,111;1,183;0,657;1,230;1,293
P5L;Acquisition nette d’actifs non financiers;GF1003;10.3 - Survivants;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;-0,002;-0,008;0,004;0,000;-0,001;0,002;0,000;0,000;0,001;0,001;0,002;0,001;0,000;0,001;0,001
P5L;Acquisition nette d’actifs non financiers;GF1004;10.4 - Famille et enfants;FRA;France;0,278;0,242;0,276;0,306;0,334;0,355;0,353;0,382;0,412;0,456;0,546;0,577;0,817;0,741;0,790;0,707;0,756;0,821;0,992;0,864;0,725;0,582;0,583;0,695;0,782;0,652;0,637;0,722;0,791;0,769
