Cde_Pays;Pays;Cde_Dépense;Dépense;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;35,299000;37,055000;35,522000;37,304000;36,810000;37,959000;44,472000;41,366000;44,482000;44,333000;47,577000;56,127000;56,654000;56,295000;56,300000;61,029000;63,348000;67,655000;73,229000;81,274000;80,964000;82,349000;
DEU;Allemagne;GF0604;Éclairage public;1,033000;1,020000;1,038000;1,034000;1,036000;1,027000;0,936000;0,718000;0,649000;0,589000;0,529000;0,522000;0,514000;0,427000;0,455000;0,473000;0,441000;0,400000;0,370000;0,365000;0,386000;0,433000;
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;6,431000;6,232000;6,181000;5,532000;5,501000;5,442000;5,385000;5,354000;5,544000;5,662000;5,696000;5,621000;6,165000;5,852000;5,972000;6,211000;6,583000;6,698000;5,868000;6,229000;6,463000;8,684000;
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2,635000;2,772000;2,267000;1,913000;2,023000;2,153000;2,572000;3,080000;3,332000;3,393000;3,159000;3,225000;3,374000;3,506000;3,620000;3,901000;4,162000;4,622000;4,904000;5,134000;5,463000;6,631000;
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;0,621000;0,628000;0,618000;0,628000;0,671000;0,647000;0,682000;0,821000;0,886000;0,946000;0,938000;1,007000;0,965000;1,046000;1,209000;1,334000;1,423000;1,467000;1,687000;1,750000;1,644000;1,626000;
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;451,803000;464,581000;467,315000;474,806000;475,224000;471,534000;478,680000;506,627000;513,840000;508,806000;518,124000;532,720000;549,329000;577,593000;611,289000;634,296000;648,166000;679,796000;738,320000;753,371000;790,342000;822,475000;
DEU;Allemagne;GF0303;Tribunaux;9,596000;9,553000;9,641000;9,936000;10,079000;10,081000;10,249000;10,508000;10,635000;10,784000;10,988000;11,289000;11,769000;11,967000;12,080000;12,488000;12,997000;13,485000;13,108000;13,639000;13,923000;15,449000;
DEU;Allemagne;GF0403;Combustibles et énergie;6,992000;8,226000;8,227000;9,279000;9,775000;11,198000;12,851000;14,392000;13,539000;16,176000;19,990000;21,735000;24,916000;26,959000;27,815000;28,562000;27,340000;33,022000;36,400000;26,165000;41,566000;54,753000;
DEU;Allemagne;GF0904;Enseignement supérieur;18,684000;18,901000;19,027000;19,448000;19,810000;20,866000;21,250000;22,193000;23,420000;24,934000;23,635000;24,647000;25,348000;26,575000;25,748000;26,545000;27,796000;28,476000;28,177000;28,114000;30,596000;34,013000;
DEU;Allemagne;GF0204;R et D concernant la défense;0,899000;0,988000;0,945000;0,963000;1,029000;1,170000;1,079000;1,081000;1,213000;1,013000;1,013000;0,952000;0,949000;0,978000;0,963000;0,998000;1,069000;1,162000;1,190000;1,410000;1,634000;1,418000;
DEU;Allemagne;GF0801;Services récréatifs et sportifs;7,211000;7,038000;6,761000;6,713000;6,874000;7,164000;7,637000;7,678000;8,077000;7,679000;7,109000;7,117000;7,355000;7,602000;7,385000;7,949000;8,437000;8,955000;9,422000;9,414000;10,192000;11,016000;
DEU;Allemagne;GF0107;Opérations concernant la dette publique;70,437000;68,178000;67,100000;66,597000;67,296000;68,806000;70,254000;67,894000;66,405000;71,353000;67,907000;55,311000;51,416000;46,629000;41,212000;37,300000;34,282000;30,593000;24,721000;23,479000;30,075000;40,033000;
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;34,565000;35,652000;32,280000;34,449000;35,297000;37,660000;39,371000;41,518000;41,884000;41,049000;41,419000;42,848000;46,851000;49,152000;50,857000;52,471000;54,157000;57,494000;60,163000;65,007000;67,855000;70,536000;
DEU;Allemagne;GF0407;Autres branches d'activité;3,915000;3,858000;3,915000;3,734000;4,420000;4,149000;4,455000;4,242000;4,000000;5,083000;4,417000;4,682000;4,826000;5,138000;5,078000;5,200000;5,728000;5,693000;6,935000;7,047000;8,620000;9,960000;
EST;Estonie;GF0108;Transferts de caractère général entre administrations publiques;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
EST;Estonie;GF0202;Défense civile;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000100;0,000300;
EST;Estonie;GF0203;Aide militaire à des pays étrangers;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,001000;0,000900;0,001100;0,000500;0,000600;0,000700;0,000600;0,000400;0,026800;0,003000;
EST;Estonie;GF0605;RetD dans le domaine du logement et des équipements collectifs;0,000100;0,000100;0,000100;0,000500;0,000500;0,000700;0,000800;0,000900;0,000600;0,001400;0,000900;0,001200;0,000600;0,000800;0,000700;0,001300;0,001600;0,001600;0,001100;0,001200;0,002000;0,001900;
EST;Estonie;GF0906;Services annexes à l'enseignement;0,007100;0,005700;0,011100;0,012300;0,014200;0,015700;0,018100;0,017500;0,016200;0,016400;0,017500;0,041100;0,046600;0,054200;0,061500;0,065000;0,073600;0,076800;0,079000;0,084900;0,098300;0,107000;
EST;Estonie;GF09;Enseignement;0,509500;0,547600;0,602300;0,669000;0,794700;0,941200;1,077700;0,991700;0,960700;1,014800;1,098100;1,118000;1,107400;1,221600;1,230600;1,354900;1,608600;1,698200;1,759700;1,849000;2,086100;2,399100;
EST;Estonie;GF0603;Alimentation en eau;0,007800;0,006700;0,010900;0,013300;0,016500;0,027400;0,030100;0,024800;0,028000;0,040000;0,050600;0,042400;0,024800;0,007700;0,007000;0,009200;0,005200;0,006900;0,007800;0,009300;0,012200;0,014300;
EST;Estonie;GF03;Ordre et sécurité publics;0,208400;0,221900;0,214000;0,240200;0,271200;0,347500;0,442000;0,331900;0,321500;0,343400;0,364000;0,353700;0,384800;0,366800;0,415900;0,453000;0,481400;0,499800;0,540400;0,573700;0,645200;0,712400;
EST;Estonie;GF0408;RetD concernant les affaires économiques;0,017500;0,021200;0,024500;0,028100;0,029300;0,043300;0,047900;0,038300;0,039100;0,058600;0,059500;0,062800;0,053800;0,051500;0,043300;0,058400;0,065300;0,054900;0,066300;0,076000;0,109200;0,116800;
EST;Estonie;GF1006;Logement;0,005400;0,005500;0,003700;0,002600;0,002400;0,001500;0,001600;0,003000;0,006200;0,007500;0,006600;0,006500;0,005500;0,004700;0,004800;0,004900;0,005100;0,005800;0,007300;0,008700;0,009800;0,004100;
EST;Estonie;GF0103;Services généraux;0,034500;0,041000;0,053800;0,049800;0,078200;0,115600;0,028100;0,076500;0,056800;0,082300;0,132000;0,125500;0,148300;0,151300;0,194800;0,227000;0,242000;0,201700;0,235800;0,251400;0,348500;0,390500;
EST;Estonie;GF0606;Logement et équipements collectifs n.c.a.;-0,005800;-0,003200;-0,018100;-0,033700;-0,040600;0,007200;-0,004900;-0,059100;0,001800;0,004000;0,004500;-0,000500;0,003900;0,006300;0,007600;0,007500;0,009000;0,019100;0,015000;0,020900;0,018100;0,020700;
EST;Estonie;GF0704;Services de santé publique;0,003400;0,004000;0,005000;0,006100;0,003300;0,004200;0,003500;0,003500;0,003200;0,002900;0,003200;0,003600;0,003900;0,006000;0,006700;0,009400;0,010500;0,012200;0,082600;0,091500;0,067000;0,025600;
EST;Estonie;GF0405;Transports;0,229800;0,238500;0,222600;0,294000;0,380100;0,408500;0,466300;0,388600;0,407800;0,458200;0,493900;0,571400;0,598900;0,668500;0,585100;0,765200;0,686000;0,774800;0,861400;0,985500;0,928400;1,030900;
EST;Estonie;GF1003;Survivants;0,010600;0,006700;0,014100;0,014700;0,015800;0,017100;0,019500;0,018500;0,016600;0,015400;0,014500;0,013900;0,013600;0,013500;0,013700;0,013900;0,017200;0,017700;0,018600;0,020200;0,020800;0,023500;
EST;Estonie;GF0306;Ordre et sécurité publics n.c.a.;0,017600;0,020700;0,014500;0,015200;0,012400;0,024200;0,030500;0,023900;0,025300;0,034200;0,035500;0,034100;0,036400;0,005300;0,039400;0,043100;0,027800;0,037300;0,039400;0,047100;0,027200;0,032000;
EST;Estonie;GF02;Défense nationale;0,105900;0,116100;0,132700;0,156300;0,175800;0,205900;0,281800;0,315200;0,256500;0,252300;0,327300;0,346800;0,358400;0,389000;0,514400;0,485600;0,529800;0,587700;0,658600;0,639800;0,790900;1,048800;
EST;Estonie;GF0503;Lutte contre la pollution;0,001000;0,001100;0,005800;0,007200;0,015700;0,014500;0,013500;0,008200;-0,150900;-0,172300;0,026000;0,014200;0,040300;0,028300;0,015000;0,023300;0,051900;0,035000;0,028300;0,014700;0,017400;0,017700;
EST;Estonie;GF0705;RetD dans le domaine de la santé;0,005500;0,008900;0,009500;0,012700;0,023900;0,029900;0,029800;0,020200;0,035700;0,033200;0,019200;0,018800;0,023500;0,033600;0,028900;0,027300;0,026500;0,061200;0,042400;0,045900;0,051200;0,049600;
EST;Estonie;GF0702;Services ambulatoires;0,029600;0,033300;0,034500;0,039800;0,049200;0,062500;0,072200;0,069500;0,067000;0,067900;0,073900;0,081100;0,092800;0,104100;0,114400;0,126200;0,146000;0,161800;0,172500;0,188900;0,216500;0,266900;
EST;Estonie;GF0701;Produits, appareils et matériels médicaux;0,052200;0,047500;0,059200;0,063100;0,070600;0,085600;0,102400;0,111000;0,114200;0,118200;0,133000;0,136900;0,145000;0,155200;0,172900;0,171700;0,194900;0,200800;0,208900;0,223200;0,260800;0,264900;
EST;Estonie;GF1009;Protection sociale n.c.a.;0,012900;0,016500;0,017200;0,017200;-0,000600;0,022400;0,042900;0,024700;0,023400;0,027200;0,026600;0,013000;0,016400;0,028500;0,034600;0,033300;0,026900;0,044900;0,053100;0,060600;0,074600;0,083700;
EST;Estonie;GF0506;Protection de l'environnement n.c.a.;0,013700;0,016700;0,012100;0,016600;-0,005900;0,020600;0,022000;0,000200;0,013300;0,022100;0,021100;0,004100;0,005200;0,019600;0,015300;0,015600;0,022600;0,014300;0,021300;0,011300;0,004100;0,056000;
EST;Estonie;GF0201;Défense militaire;0,098700;0,108100;0,124700;0,146400;0,164700;0,192400;0,265000;0,300800;0,243100;0,237400;0,310900;0,331100;0,341400;0,372300;0,498100;0,470500;0,513700;0,570000;0,636600;0,614300;0,742500;1,011600;
EST;Estonie;GF06;Logement et développement collectif;0,028200;0,033000;0,027200;0,020100;0,001800;0,095200;0,096100;0,006800;0,070000;0,090800;0,118200;0,113500;0,102800;0,073800;0,074400;0,085000;0,086500;0,113200;0,111000;0,145200;0,164400;0,181600;
EST;Estonie;GF07;Santé;0,342200;0,373600;0,412400;0,466900;0,584800;0,722200;0,872400;0,837600;0,836100;0,873000;0,938500;0,989800;1,063900;1,171300;1,174900;1,250100;1,410300;1,578500;1,800400;2,040500;2,157400;2,489700;
EST;Estonie;GF0907;RetD dans le domaine de l'enseignement;0,001400;0,001800;0,002000;0,002900;0,004500;0,006400;0,009000;0,007800;0,008800;0,011700;0,012800;0,014300;0,014500;0,017200;0,022400;0,020900;0,044900;0,022500;0,026100;0,025000;0,030900;0,030000;
EST;Estonie;GF1005;Chômage;0,016600;0,025700;0,028700;0,028100;0,023100;0,029700;0,061300;0,192600;0,115800;0,089300;0,107400;0,107300;0,100100;0,113200;0,126100;0,140400;0,153500;0,184500;0,291800;0,243300;0,273100;0,330900;
EST;Estonie;GF0304;Administration pénitentiaire;0,027000;0,028100;0,017300;0,020600;0,022600;0,028100;0,097200;0,040000;0,033900;0,033500;0,034400;0,035000;0,038200;0,041200;0,038600;0,040000;0,041600;0,042600;0,045400;0,046900;0,050400;0,055300;
EST;Estonie;GF0604;Éclairage public;0,010600;0,012500;0,012500;0,016500;0,018800;0,021400;0,021100;0,016100;0,014000;0,014700;0,017900;0,019600;0,020600;0,022500;0,020000;0,021800;0,025300;0,029700;0,035600;0,054200;0,050700;0,034700;
EST;Estonie;GF0806;Loisirs, culture et culte n.c.a.;0,006500;0,011900;0,007600;0,014500;0,016700;0,020100;0,029600;0,029000;0,024800;0,025400;0,017100;0,028400;0,035900;0,040100;0,042700;0,046400;0,043200;0,039400;0,051800;0,068200;0,058800;0,062500;
EST;Estonie;GF1002;Vieillesse;0,441400;0,502300;0,553300;0,626000;0,743000;0,871800;1,067100;1,174000;1,185200;1,189800;1,243500;1,303300;1,380200;1,482700;1,589200;1,677600;1,830100;1,993700;2,195300;2,332800;2,493600;2,899100;
EST;Estonie;GF0905;Enseignement non défini par niveau;0,002800;0,003800;0,030300;0,028100;0,032600;0,039200;0,047200;0,046600;0,040400;0,038500;0,047300;0,049100;0,045200;0,053800;0,062200;0,066300;0,074600;0,085900;0,083700;0,104000;0,103000;0,109100;
EST;Estonie;GF0404;Industries extractives et manufacturières, construction;0,003200;0,004900;0,002500;0,003400;0,003900;0,003500;0,004200;0,001100;0,004200;0,005800;0,007100;0,004700;0,007400;0,007100;0,007300;0,005800;0,005100;0,003700;0,004100;0,003800;0,005200;0,008700;
EST;Estonie;GF0902;Enseignement secondaire;0,160500;0,180500;0,193400;0,222200;0,253400;0,283200;0,300500;0,277900;0,253500;0,262100;0,263000;0,251000;0,283800;0,308100;0,307100;0,338900;0,410900;0,439600;0,473100;0,508500;0,598700;0,715500;
EST;Estonie;GF04;Affaires économiques;0,361500;0,395000;0,379100;0,461500;0,595000;0,731900;0,833000;0,920700;0,748100;0,809200;0,918100;0,946300;0,999300;1,057300;0,996400;1,211500;1,122300;1,296600;1,717500;1,752800;1,920500;1,881200;
EST;Estonie;GF0102;Aide économique extérieure;0,004600;0,008500;0,004700;0,006000;0,006300;0,008200;0,012200;0,013900;0,018200;0,022100;0,023000;0,030900;0,029000;0,032300;0,042900;0,043900;0,040600;0,043500;0,044800;0,057900;0,059000;0,090100;
EST;Estonie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;0,017400;0,019300;0,026000;0,033400;0,035600;0,051600;0,067900;0,150800;0,079800;0,076400;0,075300;0,065500;0,072800;0,074700;0,090600;0,088900;0,088700;0,102900;0,424400;0,280500;0,170800;0,210500;
EST;Estonie;GF0205;Défense n.c.a.;0,006900;0,007600;0,007500;0,009300;0,010300;0,012500;0,015300;0,013100;0,012800;0,014200;0,015700;0,014500;0,014100;0,013700;0,013400;0,012700;0,013400;0,013700;0,012900;0,014300;0,015700;0,016400;
EST;Estonie;GF0706;Santé n.c.a.;0,005500;0,005600;0,006300;0,009200;0,008000;0,008900;0,013800;0,013400;0,012200;0,007500;0,014500;0,016700;0,018400;0,017100;0,015400;0,012000;0,015300;0,019500;0,020700;0,028500;0,032200;0,032600;
EST;Estonie;GF0908;Enseignement n.c.a.;0,014900;0,016300;0,016800;0,013200;0,027900;0,022400;0,016300;0,038300;0,053800;0,048800;0,042800;0,034800;0,018600;0,067900;0,045900;0,049700;0,050300;0,056600;0,055900;0,056400;0,060300;0,064400;
EST;Estonie;GF0409;Affaires économiques n.c.a.;0,006100;0,013100;0,010800;0,010200;0,013400;0,013000;0,013800;0,059100;0,013600;0,012900;0,014900;0,023600;0,015700;0,021700;0,023100;0,024000;0,027600;0,029100;0,031500;0,054300;0,051300;0,058900;
EST;Estonie;GF0107;Opérations concernant la dette publique;0,027200;0,026900;0,026500;0,026700;0,028500;0,031300;0,032000;0,021300;0,021200;0,026700;0,035000;0,032500;0,037600;0,034400;0,034100;0,030200;0,026700;0,023200;0,031100;0,032000;0,048800;0,149400;
EST;Estonie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;0,004300;0,004700;0,005000;0,007000;0,009400;0,011900;0,014700;0,020400;0,025800;0,031500;0,034500;0,026700;0,026200;0,022100;0,021800;0,024600;0,016900;0,018900;0,021200;0,034800;0,034100;0,045400;
EST;Estonie;GF0303;Tribunaux;0,017300;0,020400;0,025900;0,028300;0,031200;0,041300;0,055800;0,042200;0,040900;0,044300;0,048300;0,053000;0,062000;0,063000;0,066700;0,072700;0,076800;0,086100;0,086400;0,086300;0,093800;0,111100;
EST;Estonie;GF1008;RetD dans le domaine de la protection sociale;0,001100;0,001400;0,000800;0,001500;0,001900;0,003100;0,004900;0,002100;0,002400;0,003500;0,002200;0,002600;0,003100;0,003800;0,004600;0,006200;0,005600;0,004100;0,006200;0,006800;0,007500;0,008400;
EST;Estonie;GF0703;Services hospitaliers;0,245900;0,274300;0,298000;0,335900;0,429900;0,531100;0,650700;0,620000;0,603700;0,643200;0,694700;0,732700;0,780300;0,855300;0,836600;0,903500;1,017100;1,123000;1,273300;1,462500;1,529800;1,850000;
EST;Estonie;GF0802;Services culturels;0,099400;0,106700;0,126700;0,150400;0,157800;0,180600;0,220000;0,179000;0,160900;0,171300;0,172300;0,204800;0,207900;0,213100;0,220600;0,244700;0,249300;0,277800;0,256700;0,273800;0,315000;0,364600;
EST;Estonie;GF0601;Logements;0,012300;0,014000;0,014700;0,016500;-0,003600;0,023700;0,034500;0,011100;0,014200;0,020300;0,030700;0,036200;0,036400;0,021000;0,021600;0,027300;0,027600;0,034800;0,030900;0,035800;0,055700;0,080800;
EST;Estonie;GF0502;Gestion des eaux usées;0,009200;0,011200;0,011300;0,013400;0,020600;0,025200;0,048300;0,024000;0,025700;0,021000;0,026800;0,023000;0,016800;0,015800;0,016200;0,016900;0,018500;0,018200;0,019300;0,016800;0,016200;0,021900;
EST;Estonie;GF0406;Communications;0,006900;0,006400;0,006500;0,006500;0,007900;0,008500;0,009000;0,005400;0,006200;0,006100;0,006000;0,006800;0,007600;0,009800;0,007900;0,008100;0,006500;0,008600;0,011400;0,012100;0,016000;0,019600;
EST;Estonie;GF01;Services généraux des administrations publiques;0,262900;0,272800;0,308000;0,352500;0,466300;0,549300;0,526400;0,531600;0,487000;0,569400;0,716300;0,750200;0,779500;0,834200;0,863800;0,920200;1,008700;0,989800;1,100600;1,232100;1,356000;1,587200;
EST;Estonie;GF0106;Services généraux des administrations publiques n.c.a.;0,002200;0,002800;0,002300;0,001700;0,000900;0,001500;0,001100;0,003200;0,001200;0,001600;0,001400;0,003400;0,003400;0,011000;0,005300;0,009000;0,014200;0,012300;0,009700;0,014300;0,013300;0,014200;
EST;Estonie;GF0402;Agriculture, sylviculture, pêche et chasse;0,068200;0,075200;0,072300;0,065100;0,083400;0,131300;0,125900;0,175500;0,100300;0,110800;0,118400;0,134100;0,102200;0,105200;0,115100;0,132000;0,127000;0,122600;0,113100;0,127800;0,140100;0,142900;
EST;Estonie;GF10;Sécurité sociale et oeuvres sociales;0,764300;0,852600;0,978800;1,090200;1,249300;1,479800;1,872700;2,122500;2,033600;2,041900;2,152600;2,200300;2,306100;2,572700;2,785000;3,001900;3,313500;3,623300;4,036400;4,185400;4,576400;5,168900;
EST;Estonie;GF05;Protection de l'environnement;0,048200;0,062400;0,068200;0,105100;0,107500;0,140200;0,178700;0,108900;-0,038100;-0,028700;0,157200;0,126300;0,138400;0,149500;0,128800;0,175300;0,193400;0,187300;0,184400;0,175100;0,189800;0,274300;
EST;Estonie;GF0504;Préservation de la diversité biologique et protection de la nature;0,011300;0,016300;0,014800;0,030600;0,035700;0,031500;0,043500;0,031300;0,025000;0,027900;0,039400;0,033400;0,024900;0,024500;0,023200;0,047700;0,022900;0,029400;0,024300;0,025300;0,029500;0,033200;
EST;Estonie;GF0602;Équipements collectifs;0,003000;0,002900;0,007100;0,007100;0,010200;0,014900;0,014500;0,013100;0,011300;0,010400;0,013700;0,014500;0,016400;0,015400;0,017500;0,017900;0,017800;0,021100;0,020800;0,023800;0,025600;0,029300;
EST;Estonie;GF0407;Autres branches d'activité;0,006600;0,007600;0,010600;0,013800;0,017000;0,017800;0,025600;0,021500;0,021100;0,027100;0,035700;0,026800;0,025600;0,023500;0,016800;0,020600;0,030000;0,026600;0,048200;0,026400;0,040600;0,032000;
EST;Estonie;GF1001;Maladie et invalidité;0,127600;0,145400;0,168500;0,190900;0,225800;0,267000;0,338000;0,339700;0,310000;0,337500;0,385600;0,382300;0,399600;0,429000;0,464900;0,504600;0,552300;0,588300;0,654300;0,667600;0,669900;0,688500;
EST;Estonie;GF08;Loisirs, culture et cultes;0,175500;0,190700;0,210100;0,263000;0,299000;0,337700;0,391800;0,348100;0,324000;0,332700;0,334400;0,395900;0,407500;0,411900;0,448100;0,511200;0,509200;0,564000;0,554700;0,647500;0,677700;0,776700;
EST;Estonie;GF0105;RetD concernant des services généraux des administrations publiques;0,001300;0,001300;0,001800;0,001100;0,002400;0,004400;0,006400;0,003000;0,003200;0,004500;0,003000;0,003500;0,004000;0,005100;0,006000;0,008200;0,007100;0,005100;0,007800;0,008200;0,009500;0,010300;
EST;Estonie;GF0904;Enseignement supérieur;0,122500;0,125000;0,118800;0,128700;0,165000;0,199500;0,254000;0,218800;0,219900;0,243800;0,280400;0,262600;0,247100;0,251500;0,235900;0,260300;0,324500;0,311500;0,294400;0,306600;0,339000;0,380500;
EST;Estonie;GF0804;Culte et autres services communautaires;0,003100;0,003700;0,005500;0,005500;0,005900;0,005900;0,008500;0,007200;0,007600;0,007600;0,007200;0,007200;0,007500;0,009000;0,009700;0,012100;0,009000;0,009600;0,011200;0,011500;0,014000;0,012000;
EST;Estonie;GF0305;RetD concernant l'ordre et la sécurité publics;0,000100;0,000100;0,000200;0,000300;0,000500;0,000800;0,001200;0,000600;0,000600;0,000900;0,000600;0,000600;0,000800;0,001000;0,001100;0,001700;0,001500;0,001000;0,001600;0,001800;0,002000;0,001900;
EST;Estonie;GF0505;RetD dans le domaine de la protection de l'environnement;0,002900;0,003200;0,004600;0,006300;0,006600;0,010200;0,012700;0,009500;0,019500;0,015300;0,014200;0,019500;0,019600;0,020000;0,019600;0,019100;0,017500;0,020300;0,022700;0,021200;0,019100;0,023100;
EST;Estonie;GF0501;Gestion des déchets;0,010100;0,013900;0,019600;0,031000;0,034800;0,038200;0,038700;0,035600;0,029200;0,057400;0,029700;0,032100;0,031600;0,041400;0,039500;0,052700;0,060000;0,070100;0,068500;0,085700;0,103500;0,122400;
EST;Estonie;GF0803;Services de radiodiffusion, de télévision et d'édition;0,028900;0,024400;0,026100;0,027100;0,031000;0,047900;0,042100;0,042100;0,037000;0,037700;0,041000;0,042200;0,045000;0,046700;0,058700;0,051500;0,053100;0,055400;0,054400;0,056000;0,060600;0,063900;
EST;Estonie;GF0801;Services récréatifs et sportifs;0,033300;0,039200;0,039400;0,058500;0,078100;0,071300;0,076700;0,070500;0,067900;0,059100;0,062300;0,086600;0,084800;0,080800;0,094600;0,131900;0,137700;0,162900;0,159400;0,203300;0,195200;0,228400;
EST;Estonie;GF0302;Services de protection civile;0,029500;0,029900;0,032000;0,033000;0,038100;0,044000;0,062000;0,050800;0,047100;0,055200;0,042400;0,052600;0,053500;0,059900;0,055500;0,055400;0,063700;0,070600;0,078100;0,076100;0,085700;0,119200;
EST;Estonie;GF0104;Recherche fondamentale;0,028100;0,030500;0,032100;0,033000;0,041200;0,046800;0,064300;0,055500;0,035900;0,048800;0,111700;0,113600;0,121500;0,099000;0,092800;0,103500;0,132600;0,141200;0,143200;0,162200;0,171800;0,202800;
EST;Estonie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;0,165000;0,161700;0,186800;0,234300;0,308900;0,341600;0,382300;0,358100;0,350500;0,383300;0,410200;0,440800;0,435600;0,501000;0,487900;0,498500;0,545500;0,562700;0,628300;0,706100;0,705200;0,729900;
EST;Estonie;GF0903;Enseignement postsecondaire non supérieur;0,017800;0,019400;0,021800;0,025300;0,028700;0,035100;0,033000;0,036800;0,039300;0,048200;0,053300;0,041200;0,044400;0,037800;0,023700;0,020700;0,020000;0,022600;0,020300;0,022400;0,024200;0,029500;
EST;Estonie;GF0204;R et D concernant la défense;0,000300;0,000400;0,000500;0,000600;0,000900;0,001000;0,001500;0,001200;0,000600;0,000600;0,000700;0,001200;0,001900;0,002100;0,001800;0,001800;0,002000;0,003300;0,008500;0,010800;0,005800;0,017400;
EST;Estonie;GF1004;Famille et enfants;0,114900;0,119100;0,175400;0,188500;0,220800;0,251700;0,320800;0,349100;0,349900;0,344900;0,339300;0,347900;0,362800;0,469800;0,512900;0,579800;0,680400;0,739000;0,765900;0,794800;0,870100;1,019400;
EST;Estonie;GF0403;Combustibles et énergie;0,005700;0,008900;0,003200;0,007000;0,024200;0,054500;0,072400;0,080300;0,076000;0,053300;0,107400;0,050600;0,115300;0,095200;0,107300;0,108400;0,086100;0,173400;0,157200;0,186500;0,459000;0,260800;
EST;Estonie;GF0301;Services de police;0,116800;0,122600;0,124100;0,142900;0,166400;0,209000;0,195200;0,174500;0,173600;0,175300;0,202700;0,178300;0,193900;0,196400;0,214700;0,240200;0,270100;0,262200;0,289500;0,315500;0,386100;0,392900;
EST;Estonie;GF0901;Enseignement préélémentaire et primaire;0,182600;0,195200;0,208100;0,236300;0,268400;0,339700;0,399700;0,347900;0,328700;0,345200;0,381000;0,423900;0,407100;0,431000;0,471800;0,533000;0,609900;0,682600;0,727300;0,741000;0,831500;0,963000;
EST;Estonie;GF1007;Exclusion sociale n.c.a.;0,033900;0,030000;0,017100;0,020800;0,017200;0,015400;0,016600;0,018800;0,024200;0,026700;0,026700;0,023400;0,024900;0,027500;0,034200;0,041300;0,042500;0,045200;0,043800;0,050600;0,157000;0,111400;
FIN;Finlande;GF0903;Enseignement postsecondaire non supérieur;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,001000;0,000000;
FIN;Finlande;GF0605;RetD dans le domaine du logement et des équipements collectifs;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
FIN;Finlande;GF0108;Transferts de caractère général entre administrations publiques;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
FIN;Finlande;GF0604;Éclairage public;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
FIN;Finlande;GF0907;RetD dans le domaine de l'enseignement;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,010000;0,018000;0,011000;0,008000;0,006000;0,006000;0,013000;0,019000;0,019000;0,024000;0,021000;0,017000;0,032000;0,019000;0,032000;0,038000;
FIN;Finlande;GF0502;Gestion des eaux usées;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
FIN;Finlande;GF0302;Services de protection civile;0,375000;0,400000;0,411000;0,438000;0,466000;0,487000;0,529000;0,562000;0,614000;0,594000;0,603000;0,616000;0,617000;0,595000;0,576000;0,579000;0,572000;0,604000;0,591000;0,627000;0,652000;0,777000;
FIN;Finlande;GF0103;Services généraux;3,188000;3,476000;3,882000;4,183000;4,302000;4,664000;5,194000;5,659000;6,050000;6,858000;7,239000;7,695000;7,826000;6,350000;6,203000;6,313000;6,960000;7,279000;7,648000;8,143000;8,461000;7,127000;
