Cde_Pays;Pays;Cde_Dépense;Dépense;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
BGR;Bulgarie;GF02;Défense nationale;0,454436;0,466646;0,358840;0,484485;0,439236;0,450663;0,456573;0,450668;0,641042;0,475169;0,438070;0,505315;0,560361;0,597439;0,541734;0,564119;0,649878;0,729844;0,914722;1,158833;1,339682;1,387979;
BGR;Bulgarie;GF09;Enseignement;0,650972;0,777972;0,834750;0,995664;0,989636;1,165924;1,470245;1,522970;1,367772;1,361049;1,398388;1,549731;1,751154;1,792191;1,655195;1,852912;1,981711;2,342172;2,418400;3,066979;3,348307;3,855442;
BGR;Bulgarie;GF0506;Protection de l'environnement n.c.a.;0,041404;0,087206;0,064791;0,047463;0,139368;0,238497;0,068186;0,195978;0,041783;0,049391;0,049360;0,100515;0,022328;0,023433;0,039098;0,036629;0,055025;0,054897;0,047934;0,046441;0,141541;0,069587;
BGR;Bulgarie;GF0303;Tribunaux;0,066350;0,087579;0,115654;0,138172;0,172264;0,239888;0,265427;0,256858;0,209630;0,254240;0,247746;0,266163;0,284145;0,303585;0,300404;0,331501;0,340704;0,415885;0,441286;0,507759;0,566931;0,639759;
BGR;Bulgarie;GF0205;Défense n.c.a.;0,004249;0,004806;0,002352;0,008053;0,008462;0,011627;0,003891;0,005542;0,010164;0,008973;0,008646;0,001943;0,001902;0,002654;0,001892;0,001968;0,001421;0,000639;0,001611;0,002735;0,001171;0,001069;
BGR;Bulgarie;GF0704;Services de santé publique;0,015185;0,023944;0,030309;0,037708;0,031429;0,038920;0,083095;0,039196;0,040745;0,076699;0,029046;0,035197;0,040796;0,043664;0,041348;0,047341;0,052218;0,055859;0,064704;0,168629;0,085283;0,100269;
BGR;Bulgarie;GF07;Santé;0,844189;1,025375;1,231907;1,178538;1,040801;1,312757;1,644673;1,480584;1,687928;1,713994;1,839291;1,899086;2,345495;2,429930;2,414295;2,547440;2,785937;2,845467;3,599950;4,151179;4,786275;5,209364;
BGR;Bulgarie;GF0908;Enseignement n.c.a.;0,024782;0,040760;0,043051;0,098291;0,077476;0,117178;0,144169;0,135917;0,051860;0,062168;0,068329;0,092748;0,091751;0,076275;0,086004;0,128196;0,092866;0,120568;0,132997;0,221778;0,145739;0,170879;
BGR;Bulgarie;GF0301;Services de police;0,285797;0,345925;0,361913;0,348773;0,425410;0,503704;0,542818;0,542368;0,478717;0,483887;0,460188;0,549761;0,589428;0,611336;0,517238;0,633169;0,680432;0,805372;0,829264;0,956331;1,119233;1,241028;
BGR;Bulgarie;GF0905;Enseignement non défini par niveau;0,001958;0,002265;0,002546;0,004760;0,005200;0,004479;0,004622;0,011136;0,003569;0,004009;0,004760;0,013943;0,004775;0,004965;0,004223;0,004960;0,006059;0,005568;0,005609;0,006545;0,006698;0,007935;
BGR;Bulgarie;GF0904;Enseignement supérieur;0,131663;0,177065;0,175767;0,190124;0,215586;0,248928;0,296457;0,352060;0,312435;0,290020;0,308749;0,333644;0,383546;0,376101;0,352193;0,349120;0,352219;0,423662;0,438893;0,517831;0,660829;0,664230;
BGR;Bulgarie;GF0501;Gestion des déchets;0,081413;0,083228;0,101057;0,120967;0,181043;0,153669;0,172776;0,206393;0,207651;0,228752;0,230894;0,256178;0,271665;0,326102;0,279196;0,297388;0,333736;0,353165;0,361217;0,438602;0,436454;0,551520;
BGR;Bulgarie;GF04;Affaires économiques;0,709351;0,974722;1,084113;1,066959;1,181340;1,690617;2,325591;1,568695;1,914379;1,780339;2,208413;2,339334;3,664950;2,821365;1,854302;2,174627;3,757770;3,970043;5,214211;4,686941;7,351815;5,437702;
BGR;Bulgarie;GF06;Logement et développement collectif;0,071826;0,116043;0,112561;0,154129;0,168915;0,426320;0,545114;0,485722;0,363907;0,464493;0,402305;0,552415;0,702346;0,964491;0,923761;0,812719;0,593344;0,748787;0,465465;0,679512;0,760276;0,950476;
BGR;Bulgarie;GF0804;Culte et autres services communautaires;0,002674;0,003369;0,005701;0,006534;0,005435;0,007194;0,007322;0,012752;0,010297;0,010579;0,009945;0,009893;0,035755;0,016024;0,019761;0,060511;0,035842;0,017256;0,036046;0,045214;0,031455;0,032513;
BGR;Bulgarie;GF0601;Logements;0,007690;0,022676;0,006355;0,013600;0,022916;0,097831;0,120568;0,024302;0,022425;0,230317;0,140483;0,131361;0,351810;0,490697;0,182690;0,181539;0,279247;0,371121;0,180057;0,258284;0,320841;0,421939;
BGR;Bulgarie;GF0606;Logement et équipements collectifs n.c.a.;0,022384;0,043168;0,047550;0,065333;0,066534;0,190983;0,185394;0,105658;0,070926;0,099313;0,112719;0,111221;0,151388;0,226395;0,583041;0,435856;0,104984;0,151143;0,096834;0,134347;0,146209;0,174596;
BGR;Bulgarie;GF03;Ordre et sécurité publics;0,434174;0,508193;0,574160;0,620488;0,699933;0,908903;0,986241;1,057520;0,957246;0,968954;0,937259;1,100090;1,207733;1,279380;1,113430;1,296856;1,378024;1,633010;1,672671;1,923235;2,185558;2,462310;
BGR;Bulgarie;GF1009;Protection sociale n.c.a.;0,068513;0,273280;0,082635;0,089727;0,074265;0,139721;0,116304;0,288236;0,106027;0,158255;0,238932;0,333107;0,184944;0,217708;0,098148;0,291953;0,209814;0,174039;0,198795;0,247900;0,205841;0,220060;
BGR;Bulgarie;GF0406;Communications;0,072102;0,011540;0,013902;0,008002;0,023836;0,030453;0,030882;0,017987;0,012859;0,012568;0,022804;0,020896;0,020528;0,022251;0,016228;0,035095;0,023034;0,031163;0,060961;0,077543;0,082615;0,099722;
BGR;Bulgarie;GF0302;Services de protection civile;0,055675;0,039216;0,063329;0,085928;0,053875;0,067485;0,117050;0,136280;0,089900;0,105439;0,121611;0,162146;0,163859;0,190149;0,126627;0,145887;0,167177;0,186974;0,152421;0,175511;0,197400;0,229105;
BGR;Bulgarie;GF0103;Services généraux;0,017537;0,140079;0,176196;0,159978;0,063533;0,092370;0,049912;0,165142;0,090207;0,063252;0,035489;0,031087;0,034558;0,021167;0,023934;0,025498;0,025917;0,031956;0,039017;0,055092;0,039963;0,043695;
BGR;Bulgarie;GF0405;Transports;0,337396;0,421816;0,461523;0,576758;0,674450;1,065394;1,269052;0,715722;1,320524;1,286508;1,441526;1,402632;1,465628;1,791096;1,175041;1,041026;1,885307;2,068753;2,281032;1,549634;2,750786;3,113266;
BGR;Bulgarie;GF0306;Ordre et sécurité publics n.c.a.;0,000020;0,001457;0,000092;0,011688;0,008881;0,013002;0,009955;0,060399;0,123600;0,069674;0,047934;0,056181;0,098015;0,091255;0,098163;0,107177;0,103808;0,124469;0,140012;0,153505;0,155775;0,177081;
BGR;Bulgarie;GF0407;Autres branches d'activité;0,001120;0,001841;0,005967;0,004556;0,004878;0,009863;0,015564;0,005997;0,004934;0,017803;0,015226;0,029890;0,006504;0,009658;0,009955;0,014193;0,021899;0,022062;0,044283;0,049549;0,073370;0,029875;
BGR;Bulgarie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;0,121974;0,398475;0,358047;0,233502;0,239545;0,306888;0,380631;0,558735;0,173052;0,186637;0,329359;0,445243;1,783739;0,306954;0,151935;0,378924;0,398971;0,314583;1,252665;0,834116;0,342908;0,268505;
BGR;Bulgarie;GF10;Sécurité sociale et oeuvres sociales;2,209318;2,286456;2,326777;2,539699;2,965079;3,284467;3,967298;4,817668;4,923526;5,033147;5,196622;5,671976;5,728233;5,949096;6,001074;6,436490;6,720507;7,047739;8,051538;9,208382;11,400434;13,060225;
BGR;Bulgarie;GF0706;Santé n.c.a.;0,090524;0,051538;0,055685;0,062633;0,051497;0,076182;0,189735;0,009638;0,008165;0,078105;0,115895;0,103148;0,082911;0,099958;0,090882;0,156578;0,105137;0,119290;0,309142;0,284698;0,333102;0,366259;
BGR;Bulgarie;GF0602;Équipements collectifs;0,010967;0,010456;0,011530;0,017026;0,014919;0,021704;0,029588;0,158086;0,141607;0,028382;0,028729;0,030325;0,057955;0,064878;0,052228;0,059049;0,065144;0,072481;0,065624;0,078555;0,092186;0,094507;
BGR;Bulgarie;GF05;Protection de l'environnement;0,122817;0,170434;0,165848;0,168425;0,320411;0,392166;0,252123;0,410588;0,254628;0,283966;0,289151;0,396134;0,295245;0,356227;0,321812;0,351917;0,393086;0,414632;0,427645;0,545017;0,636052;0,643972;
BGR;Bulgarie;GF08;Loisirs, culture et cultes;0,117817;0,158797;0,162473;0,173215;0,188053;0,228921;0,305344;0,252793;0,272549;0,270202;0,317727;0,319276;0,632601;0,551081;0,359469;0,534868;0,451645;0,413098;0,525219;0,658053;0,531421;0,720569;
BGR;Bulgarie;GF0903;Enseignement postsecondaire non supérieur;0,071765;0,090263;0,102765;0,098730;0,111150;;;;;;;;;;;;;;;;;;
BGR;Bulgarie;GF01;Services généraux des administrations publiques;1,197338;0,740709;1,115987;1,451926;1,232868;2,376582;1,848422;2,647868;1,447360;1,626532;1,448638;1,545666;1,686706;1,753726;1,766999;1,693302;2,057919;2,198678;2,284166;3,516257;3,144261;3,011565;
BGR;Bulgarie;GF0104;Recherche fondamentale;0,051323;0,062874;0,066330;0,072885;0,075538;0,077808;0,105991;0,119530;0,103751;0,087579;0,087978;0,088873;0,120522;0,097570;0,081393;0,095494;0,108287;0,138611;0,161768;0,187936;0,183620;0,244219;
BGR;Bulgarie;GF0901;Enseignement préélémentaire et primaire;0,119197;0,126366;0,145928;0,182899;0,169749;0,198253;0,262252;0,285720;0,274231;0,275182;0,283061;0,316152;0,394155;0,424771;0,351360;0,380529;0,409172;0,477465;0,454891;0,574125;0,660676;0,768037;
BGR;Bulgarie;GF0403;Combustibles et énergie;0,022983;0,002331;0,017445;0,003886;0,006959;0,030458;0,036890;0,003313;0,085381;0,003727;0,001447;0,045940;0,003543;0,205994;0,193289;0,323479;0,871062;1,090381;1,003605;1,706089;3,437037;1,316541;
BGR;Bulgarie;GF0803;Services de radiodiffusion, de télévision et d'édition;0,042534;0,059049;0,052228;0,057157;0,056549;0,058742;0,081592;0,074250;0,078841;0,064770;0,066524;0,063845;0,082962;0,081249;0,066453;0,073299;0,057975;0,067097;0,066478;0,101348;0,082538;0,095371;
BGR;Bulgarie;GF0802;Services culturels;0,058251;0,076995;0,083162;0,091618;0,099073;0,124310;0,157079;0,130252;0,135400;0,156900;0,170971;0,189843;0,263821;0,272600;0,191873;0,290081;0,268791;0,263898;0,273945;0,352791;0,316505;0,460367;
BGR;Bulgarie;GF1006;Logement;0,031629;0,088172;0,086536;0,076290;0,084537;0,086674;0,117735;0,063053;0,070476;0,075794;0,079552;0,098393;0,010553;0,015768;0,024061;0,028351;0,032360;0,038546;0,042325;0,053133;0,067997;0,082604;
BGR;Bulgarie;GF0402;Agriculture, sylviculture, pêche et chasse;0,141086;0,129055;0,217227;0,225536;0,209129;0,217360;0,546131;0,249429;0,300348;0,246749;0,374854;0,373790;0,379481;0,438852;0,267293;0,332493;0,507038;0,439154;0,566445;0,463803;0,662072;0,611045;
BGR;Bulgarie;GF1005;Chômage;0,106584;0,087226;0,074695;0,072849;0,078269;0,072440;0,104462;0,152063;0,184970;0,191121;0,208489;0,210765;0,204772;0,201638;0,229739;0,233686;0,255191;0,257517;0,385422;0,337197;0,287126;0,325376;
BGR;Bulgarie;GF1002;Vieillesse;1,524678;1,371602;1,376991;1,560555;1,798633;1,920208;2,228864;3,455709;3,699841;3,788719;3,822024;4,078258;4,287402;4,452355;4,570372;4,731894;4,967257;5,172310;5,835681;7,118466;8,453051;9,782609;
BGR;Bulgarie;GF0404;Industries extractives et manufacturières, construction;0,012690;0,009658;0,010001;0,014725;0,022548;0,030197;0,046436;0,017522;0,017282;0,026347;0,023197;0,020943;0,005532;0,005788;0,003676;0,004187;0,037856;0,003707;0,001329;0,001416;0,002224;-0,005292;
BGR;Bulgarie;GF0304;Administration pénitentiaire;0,026337;0,034016;0,033173;0,035928;0,039497;0,048430;0,050986;0,052898;0,050086;0,049549;0,052566;0,058568;0,067092;0,078478;0,066887;0,075042;0,080626;0,094466;0,105352;0,123513;0,138949;0,166405;
BGR;Bulgarie;GF0703;Services hospitaliers;0,470097;0,572033;0,824095;0,674875;0,607220;0,694217;0,771846;0,905508;1,024522;0,828206;1,100121;1,096445;1,683735;1,776525;1,691630;1,667635;1,960508;1,876963;2,329620;2,729460;3,087891;3,241504;
BGR;Bulgarie;GF0801;Services récréatifs et sportifs;0,014357;0,019383;0,021382;0,017905;0,026996;0,037309;0,059351;0,035535;0,048010;0,037948;0,070282;0,055695;0,250068;0,181202;0,081382;0,110981;0,089036;0,064852;0,148750;0,158700;0,100929;0,132302;
BGR;Bulgarie;GF0902;Enseignement secondaire;0,282320;0,316326;0,340490;0,389829;0,377364;0,560821;0,720737;0,691011;0,677063;0,686900;0,690868;0,752259;0,832271;0,861941;0,821073;0,930464;1,053839;1,232111;1,299924;1,617917;1,754605;2,100377;
BGR;Bulgarie;GF0702;Services ambulatoires;0,180680;0,247879;0,279712;0,278087;0,212621;0,365395;0,448919;0,359765;0,429194;0,462827;0,346712;0,342233;0,254250;0,243585;0,272462;0,314235;0,299213;0,342381;0,436347;0,490641;0,666663;0,811001;
BGR;Bulgarie;GF0604;Éclairage public;0,018979;0,022517;0,024332;0,032487;0,029686;0,040106;0,046911;0,044840;0,039830;0,043506;0,043603;0,046533;0,052147;0,050618;0,057868;0,055583;0,062265;0,074030;0,053302;0,072936;0,102105;0,086475;
BGR;Bulgarie;GF0107;Opérations concernant la dette publique;0,384998;0,409228;0,388705;0,374429;0,353742;0,366223;0,312471;0,271920;0,266225;0,298375;0,336497;0,320519;0,370416;0,421120;0,430262;0,424413;0,371474;0,343379;0,324844;0,347300;0,333439;0,468461;
BGR;Bulgarie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;0,740611;0,122434;0,473824;0,835277;0,724097;0,926129;1,371295;2,079557;0,984426;1,156491;0,983071;1,097059;1,139378;1,189250;1,209584;1,135748;1,548693;1,646048;1,754017;2,830185;2,560857;2,168844;
BGR;Bulgarie;GF0906;Services annexes à l'enseignement;0,019286;0,024920;0,024205;0,031030;0,033111;0,035151;0,039947;0,041404;0,040919;0,039012;0,038960;0,038009;0,043419;0,046257;0,039134;0,057372;0,066499;0,080963;0,083744;0,126074;0,117945;0,141168;
BGR;Bulgarie;GF0603;Alimentation en eau;0,011806;0,017231;0,022799;0,025682;0,034860;0,075707;0,162647;0,152835;0,089118;0,062981;0,076776;0,232980;0,089052;0,131908;0,047934;0,080697;0,081699;0,080007;0,069648;0,135390;0,098935;0,172960;
BGR;Bulgarie;GF1007;Exclusion sociale n.c.a.;;0,051998;0,045295;0,049171;0,043378;0,034563;0,022666;0,002935;0,003375;0,005072;0,005338;0,022257;0,027942;0,029450;0,029328;0,034113;0,036041;0,043823;0,043961;0,056799;0,067271;0,082318;
BGR;Bulgarie;GF1003;Survivants;;0,000251;0,000307;0,000389;0,000445;0,000476;0,000680;;;;;;;;;;;;;;;;
BGR;Bulgarie;GF1001;Maladie et invalidité;;0,215244;0,429158;0,450867;0,617027;0,546382;0,922815;0,105173;0,092022;0,071197;0,096639;0,116769;0,110572;0,102141;0,101098;0,124627;0,141025;0,276046;0,353942;0,304756;0,568838;0,741665;
BGR;Bulgarie;GF0202;Défense civile;;;;;0,008012;;;;;;;;0,026797;0,036435;0,020053;0,010891;0,013529;0,021413;0,051185;0,078437;0,082364;0,081894;
BGR;Bulgarie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;;;;;;0,001365;;;;;;;;;;;;;;;;0,000015;
BGR;Bulgarie;GF1008;RetD dans le domaine de la protection sociale;;;;;;0,006294;;;;;;;;;;;;;;;;;
BGR;Bulgarie;GF0305;RetD concernant l'ordre et la sécurité publics;;;;;;0,036394;;0,008718;0,005312;0,006166;0,007219;0,007265;0,005190;0,004581;0,004116;0,004085;0,005271;0,005844;0,004331;0,006611;0,007271;0,008932;
BGR;Bulgarie;GF0907;RetD dans le domaine de l'enseignement;;;;;;0,001115;0,002061;0,005721;0,007695;0,003753;0,003656;0,002971;0,001237;0,001882;0,001207;0,002265;0,001058;0,001830;0,002342;0,002705;0,001815;0,002817;
BGR;Bulgarie;GF0502;Gestion des eaux usées;;;;;;;0,011162;0,008216;0,005195;0,005819;0,008896;0,039446;0,001253;0,002158;0,002761;0,011300;0,000568;0,000654;0,015559;0,048343;0,052806;0,016735;
BGR;Bulgarie;GF0108;Transferts de caractère général entre administrations publiques;;;;;;;;0,000000;;0,000000;0,000000;;;;;;;;;;;;
BGR;Bulgarie;GF0203;Aide militaire à des pays étrangers;;;;;;;;;;0,028106;0,008794;0,007209;0,004520;0,008186;0,005936;0,006954;0,009505;0,010282;0,010563;0,007986;0,005916;0,009576;
BGR;Bulgarie;GF0504;Préservation de la diversité biologique et protection de la nature;;;;;;;;;;;;;;0,004530;0,000757;0,006596;0,003753;0,005916;0,002935;0,011601;0,005246;0,005977;
BGR;Bulgarie;GF0408;RetD concernant les affaires économiques;;;;;;;;;;;;;;0,040770;0,036874;0,045229;0,012552;0,000174;0,003819;0,004750;0,000736;0,003988;
BGR;Bulgarie;GF0409;Affaires économiques n.c.a.;;;;;;;;;;;;;;;;;0,000041;0,000046;0,000077;0,000046;0,000072;0,000056;
BGR;Bulgarie;GF0105;RetD concernant des services généraux des administrations publiques;;;;;;;;;;;;;;;;;;;;;;0,000000;
BGR;Bulgarie;GF0505;RetD dans le domaine de la protection de l'environnement;;;;;;;;;;;;;;;;;;;;;;0,000153;
LVA;Lettonie;GF0305;RetD concernant l'ordre et la sécurité publics;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
LVA;Lettonie;GF0108;Transferts de caractère général entre administrations publiques;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
LVA;Lettonie;GF0203;Aide militaire à des pays étrangers;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,207990;0,162020;
LVA;Lettonie;GF0903;Enseignement postsecondaire non supérieur;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,001200;0,000880;0,000710;0,000660;0,000640;0,000750;0,000960;0,001000;0,000870;0,000000;0,000000;0,000000;
LVA;Lettonie;GF0204;R et D concernant la défense;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
LVA;Lettonie;GF1001;Maladie et invalidité;0,163330;0,172690;0,189450;0,225700;0,271030;0,310780;0,450580;0,526270;0,429370;0,384740;0,380720;0,423920;0,453540;0,508050;0,548040;0,582220;0,630680;0,724950;0,849350;0,887660;0,987470;1,054550;
LVA;Lettonie;GF0701;Produits, appareils et matériels médicaux;0,013050;0,015380;0,038140;0,045340;0,056140;0,087330;0,106190;0,095420;0,102100;0,105900;0,116960;0,118680;0,118570;0,115060;0,146770;0,149520;0,177150;0,170870;0,185300;0,192000;0,322810;0,292760;
LVA;Lettonie;GF05;Protection de l'environnement;0,025330;0,029100;0,053730;0,093490;0,111710;0,198430;0,201450;0,024460;0,053630;0,138600;0,159390;0,151660;0,160480;0,161930;0,134760;0,146580;0,168630;0,177170;0,171640;0,188220;0,171800;0,195950;
LVA;Lettonie;GF08;Loisirs, culture et cultes;0,111060;0,111450;0,121050;0,175880;0,276200;0,381780;0,443020;0,324530;0,293980;0,353740;0,333960;0,358810;0,398730;0,392830;0,363640;0,454940;0,479390;0,446730;0,419420;0,482310;0,503640;0,516040;
LVA;Lettonie;GF0602;Équipements collectifs;0,033810;0,032910;0,037510;0,048250;0,069330;0,079400;0,085810;0,055080;0,049610;0,067700;0,067600;0,074770;0,071260;0,072580;0,061960;0,090750;0,103090;0,097830;0,104300;0,101770;0,095840;0,109630;
LVA;Lettonie;GF0102;Aide économique extérieure;0,000190;0,000230;0,000280;0,000300;0,000310;0,000360;0,000000;0,000000;0,000000;0,000020;0,000000;0,000000;0,000000;0,000000;0,000150;0,000000;0,000000;0,000000;0,000000;0,000000;0,000030;0,000060;
LVA;Lettonie;GF0506;Protection de l'environnement n.c.a.;0,002540;0,003560;0,006880;0,013180;0,013900;0,019350;0,018860;0,012840;0,012210;0,011490;0,012110;0,019820;0,022710;0,018520;0,009000;0,019990;0,021550;0,024630;0,019610;0,025940;0,029070;0,035980;
LVA;Lettonie;GF0402;Agriculture, sylviculture, pêche et chasse;0,092050;0,098650;0,108770;0,127120;0,165140;0,201510;0,430830;0,230860;0,287040;0,068660;0,159720;0,087640;0,119690;0,087670;0,103770;0,118750;0,119000;0,126700;0,167630;0,162110;0,144920;0,164940;
LVA;Lettonie;GF0106;Services généraux des administrations publiques n.c.a.;0,003170;0,001760;0,005170;0,003040;0,004640;0,005400;0,008050;0,005420;0,003740;0,007180;0,003280;0,002690;0,006950;0,007210;0,002190;0,004280;0,006300;0,006760;0,004820;0,006670;0,009910;0,002710;
LVA;Lettonie;GF0504;Préservation de la diversité biologique et protection de la nature;0,004920;0,003080;0,012770;0,010710;0,014770;0,019520;0,019610;0,004680;0,003910;0,003740;0,003790;0,003980;0,004980;0,006360;0,006310;0,008580;0,010640;0,007640;0,008180;0,008600;0,009380;0,011910;
LVA;Lettonie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;0,196180;0,218720;0,332830;0,383800;0,484110;0,613660;0,639840;0,518440;0,426460;0,453290;0,515050;0,598100;0,637370;0,709280;0,635480;0,667230;0,725400;0,698820;0,745110;0,862090;0,855740;0,967950;
LVA;Lettonie;GF02;Défense nationale;0,091650;0,103180;0,136510;0,158190;0,246260;0,318080;0,357470;0,223610;0,189570;0,200720;0,196680;0,206170;0,211540;0,249540;0,410690;0,446050;0,614430;0,580760;0,743830;0,802260;0,864510;1,230020;
LVA;Lettonie;GF0105;RetD concernant des services généraux des administrations publiques;0,005640;0,006950;0,007590;0,009450;0,012250;0,015490;0,018820;0,015460;0,001800;0,001730;0,000350;0,000230;0,001400;0,002710;0,003210;0,005540;0,005620;0,004520;0,004660;0,005150;0,005110;0,005750;
LVA;Lettonie;GF07;Santé;0,304020;0,306840;0,364000;0,531560;0,727860;0,910720;1,055200;0,857140;0,734870;0,840240;0,852860;0,835090;0,898290;0,915290;0,935360;0,947010;1,171540;1,277470;1,414250;2,105830;2,035800;2,081520;
LVA;Lettonie;GF0804;Culte et autres services communautaires;0,000080;0,000050;0,000200;0,000330;0,000890;0,000700;0,000750;0,000520;0,000760;0,001700;0,003110;0,001570;0,001980;0,001790;0,002170;0,003000;0,002270;0,002240;0,002200;0,001780;0,001600;0,001300;
LVA;Lettonie;GF0502;Gestion des eaux usées;0,005210;0,007600;0,013260;0,030570;0,036480;0,083040;0,086760;0,048840;0,010090;0,011900;0,009290;0,011570;0,013940;0,012160;0,008400;0,009400;0,012210;0,012290;0,008890;0,011820;0,013550;0,011000;
LVA;Lettonie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;0,000660;0,000720;0,000710;0,000790;0,000810;0,001440;0,001200;0,000920;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000220;0,000280;0,000000;
LVA;Lettonie;GF0703;Services hospitaliers;0,214850;0,225330;0,248950;0,318700;0,426040;0,555140;0,631500;0,538160;0,441720;0,451800;0,466930;0,451420;0,505520;0,516960;0,500960;0,508720;0,643870;0,722400;0,776910;1,047980;1,108280;1,219860;
LVA;Lettonie;GF0606;Logement et équipements collectifs n.c.a.;0,007960;0,011640;0,013570;0,015380;0,021320;0,025820;0,026760;0,019580;0,019490;0,022580;0,022580;0,024090;0,022590;0,014130;0,017290;0,022910;0,025910;0,023550;0,026290;0,025400;0,025520;0,030000;
LVA;Lettonie;GF0801;Services récréatifs et sportifs;0,012900;0,013640;0,017220;0,025290;0,056370;0,081820;0,095090;0,050480;0,037880;0,098930;0,038240;0,039400;0,062310;0,064090;0,063880;0,086550;0,093400;0,076130;0,066220;0,070550;0,101170;0,087740;
LVA;Lettonie;GF1007;Exclusion sociale n.c.a.;0,015890;0,019710;0,021930;0,033770;0,044050;0,059460;0,074950;0,072110;0,091360;0,104890;0,089890;0,095460;0,089320;0,100900;0,089590;0,108510;0,112040;0,120670;0,117730;0,167650;0,392040;0,216230;
LVA;Lettonie;GF1008;RetD dans le domaine de la protection sociale;0,000050;0,000050;0,000080;0,000080;0,000130;0,000240;0,000010;0,000120;0,000090;0,000010;0,000010;0,000010;0,000010;0,000030;0,000040;0,000040;0,000040;0,000030;0,000000;0,000020;0,000000;0,000000;
LVA;Lettonie;GF0306;Ordre et sécurité publics n.c.a.;0,008440;0,010560;0,010420;0,019020;0,055190;0,039430;0,041040;0,033300;0,020390;0,020650;0,022260;0,024560;0,034460;0,029350;0,042280;0,047200;0,048430;0,052150;0,062530;0,096590;0,079940;0,096400;
LVA;Lettonie;GF0501;Gestion des déchets;0,006990;0,007850;0,011780;0,016770;0,020560;0,030150;0,034140;0,077040;0,072000;0,082920;0,094470;0,089580;0,080630;0,087230;0,086450;0,082110;0,098900;0,112020;0,114190;0,117420;0,100210;0,093730;
LVA;Lettonie;GF06;Logement et développement collectif;0,112010;0,114940;0,133190;0,164160;0,238400;0,275890;0,292940;0,199670;0,265540;0,261640;0,269270;0,276890;0,261590;0,238800;0,224630;0,294780;0,326950;0,314730;0,347450;0,334160;0,318910;0,362700;
LVA;Lettonie;GF0505;RetD dans le domaine de la protection de l'environnement;0,000020;0,000020;0,000040;0,000040;0,000060;0,000180;0,000290;0,000140;0,000160;0,000060;0,000070;0,000930;0,000970;0,000990;0,001100;0,001020;0,001180;0,001160;0,001780;0,001690;0,001680;0,001870;
LVA;Lettonie;GF04;Affaires économiques;0,371270;0,472930;0,560850;0,781910;1,039670;1,248400;1,821190;1,716110;1,888550;1,577430;1,511630;1,464430;1,540500;1,499630;1,427720;1,574000;1,790030;1,573520;2,261980;2,658240;2,915890;2,532810;
LVA;Lettonie;GF0302;Services de protection civile;0,014540;0,018180;0,020140;0,023830;0,032200;0,045730;0,047850;0,039600;0,038320;0,033460;0,034410;0,044360;0,044400;0,043060;0,055330;0,066800;0,063400;0,060530;0,054980;0,058330;0,068890;0,090470;
LVA;Lettonie;GF0904;Enseignement supérieur;0,087460;0,105590;0,119830;0,137410;0,161250;0,216840;0,269470;0,218350;0,198960;0,243190;0,261680;0,245960;0,241720;0,266210;0,210480;0,240390;0,251510;0,277780;0,281970;0,349830;0,366970;0,428810;
LVA;Lettonie;GF0104;Recherche fondamentale;0,006080;0,026690;0,020650;0,026340;0,046300;0,079900;0,062690;0,051800;0,094230;0,101120;0,107290;0,077680;0,077610;0,079300;0,072020;0,084570;0,128820;0,156640;0,127210;0,149680;0,130250;0,170340;
LVA;Lettonie;GF0905;Enseignement non défini par niveau;0,044360;0,048460;0,059700;0,066470;0,088380;0,110370;0,137330;0,098830;0,089230;0,100020;0,102360;0,108550;0,107370;0,120390;0,121490;0,147430;0,162630;0,155840;0,156650;0,166650;0,190850;0,176730;
LVA;Lettonie;GF0908;Enseignement n.c.a.;0,023350;0,031420;0,036530;0,039340;0,048290;0,060260;0,095470;0,060160;0,079600;0,084410;0,101090;0,108560;0,095580;0,086260;0,090450;0,103710;0,118940;0,146000;0,142200;0,132280;0,141870;0,214620;
