Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;1,59;0,66;2,84;0,89;3,04;2,22;0,63;0,63;0,72;0,58;0,69;0,65;0,51;0,74;2,90;3,09;3,44;3,56;4,24;5,36;5,10;5,23;4,90
D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;489,66;517,31;553,94;630,29;749,14;924,78;1026,20;855,55;869,39;892,74;963,00;1025,39;1108,70;1179,30;1249,52;1352,80;1479,82;1616,92;1633,85;1815,56;2117,43;2363,73;2521,71
D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;1,28;0,17;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;5,55;6,41;6,43;5,92;10,62;16,68;24,86;58,20;52,37;51,10;51,41;53,71;58,56;66,15;74,04;81,34;91,36;98,93;110,22;109,24;108,87;116,83;119,07
D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;5,44;7,25;8,90;10,58;11,86;15,53;20,71;22,88;24,04;25,43;27,74;30,73;35,16;39,49;43,08;47,15;51,66;60,32;72,41;78,94;87,11;92,30;109,43
D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;EST;Estonie;EUR;Euro;0,20;0,20;0,19;0,19;0,21;0,13;0,13;0,13;5,54;16,62;4,68;0,01;;;;;;;;;;;
D21;Impôts sur les produits;EST;Estonie;EUR;Euro;918,21;999,35;1174,64;1342,30;1701,11;2043,25;1875,91;1973,27;1964,96;2167,84;2408,64;2453,25;2648,86;2844,46;3085,04;3260,92;3455,28;3739,03;3464,73;3999,01;4454,23;4665,55;5016,38
D211;Taxes du type TVA;EST;Estonie;EUR;Euro;650,52;712,07;805,76;907,95;1214,87;1423,20;1287,73;1224,00;1257,21;1363,02;1508,03;1557,90;1711,12;1872,99;1975,11;2148,71;2330,70;2482,61;2439,27;2877,10;3308,81;3498,70;3834,11
D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;585,08;701,41;769,32;781,78;946,09;1196,70;1277,09;1044,87;970,20;1046,91;1183,68;1357,17;1478,62;1606,77;1627,87;1709,97;1929,05;2040,69;2101,89;2627,32;2875,58;3107,62;3558,36
D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;2,21;3,06;3,41;4,35;5,38;5,28;3,44;2,88;3,95;6,16;6,89;6,92;7,02;7,09;7,36;7,72;7,92;8,15;6,07;7,58;7,63;7,26;7,67
D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;45,30;48,18;51,99;55,56;58,16;79,06;100,99;198,20;235,43;235,57;239,20;213,85;224,01;222,40;241,48;264,24;294,35;321,17;356,67;371,88;350,89;377,04;395,84
D2122C;Droits d'accise;EST;Estonie;EUR;Euro;252,07;269,46;351,44;411,23;457,98;578,44;539,38;700,45;623,57;716,26;796,26;801,85;850,24;874,74;1001,79;994,42;1016,31;1133,35;901,10;986,34;1001,21;1019,84;1035,27
D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;2,45;2,71;3,04;3,71;2,65;4,30;6,77;9,29;6,43;7,55;7,69;7,42;8,81;9,51;9,29;14,66;13,85;12,65;14,04;17,04;20,25;22,32;24,55
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;22,74;23,98;26,85;30,66;22,13;27,67;31,17;75,06;116,43;126,76;137,12;109,34;113,50;99,30;103,22;112,12;123,36;135,59;139,33;150,42;170,84;190,16;201,97
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;86,16;137,82;161,19;159,55;199,62;261,00;266,26;256,31;193,76;201,05;252,42;326,60;344,72;424,29;369,14;365,55;517,86;509,10;449,53;481,17;596,14;716,90;962,82
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;2431,50;2700,74;3028,63;3367,32;4118,83;5072,83;5200,48;4907,21;4869,18;5233,89;5757,44;6062,44;6564,16;7004,39;7435,07;7922,27;8622,59;9397,98;9260,29;10659,68;11962,35;12969,88;14115,41
D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;7,89;9,96;11,94;14,29;14,51;19,83;27,48;32,17;30,47;32,98;35,43;38,15;43,97;49,00;52,37;61,81;65,51;72,97;86,45;95,98;107,36;114,62;133,98
D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;39,75;41,77;45,56;49,64;47,54;62,38;76,13;140,00;183,06;184,47;187,79;160,14;165,45;156,25;167,44;182,90;202,99;222,24;246,45;262,64;242,02;260,21;276,77
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;11,81;11,78;12,68;13,65;16,98;20,98;23,76;24,53;20,75;18,90;18,24;18,87;19,71;19,81;20,22;20,69;20,51;20,15;20,00;19,73;19,47;21,11;21,71
D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;861,51;932,86;1014,39;1161,09;1368,14;1703,21;1918,43;1778,85;1825,04;1899,11;2035,66;2115,64;2278,25;2404,03;2554,44;2777,65;3043,89;3329,37;3417,10;3747,55;4229,44;4692,90;5007,93
D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;318,66;357,41;396,52;460,95;546,33;679,54;763,76;692,93;689,75;737,82;798,03;838,25;901,57;953,33;1011,07;1098,80;1204,21;1318,31;1340,13;1464,13;1653,76;1837,51;1956,40
D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;16,46;19,97;15,82;24,73;34,71;43,98;42,92;41,26;30,90;34,21;31,23;36,69;62,01;51,21;71,28;76,33;93,67;183,99;171,79;174,72;291,34;369,91;395,24
D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;;0,00;3,67;3,55;3,91;4,20;4,03;3,54;3,50;3,68;3,90;4,02;4,29;5,07;5,17;5,33;5,32;5,22;5,03;5,09;5,10;4,95;4,75
D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;;;106,71;102,48;147,35;196,21;207,57;217,77;159,26;164,16;196,74;264,82;275,79;386,16;330,93;325,20;446,64;415,54;367,64;385,65;486,00;533,43;759,44
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;;;54,48;57,07;52,27;64,79;58,69;38,54;34,50;36,89;55,68;61,78;68,93;38,13;38,21;40,35;71,21;93,56;81,89;95,53;110,13;183,47;203,39
D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;;;106,71;102,48;147,35;196,21;207,57;217,77;159,26;164,16;196,74;264,82;275,79;386,16;330,93;325,20;446,64;415,54;367,64;385,65;486,00;533,43;759,44
D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;;;;;;6,37;14,29;27,94;53,89;46,29;71,88;64,78;57,15;66,55;74,45;83,12;72,82;85,04;90,09;94,89;89,44;91,14;82,17
D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;;;;;;;;0,10;0,17;0,17;0,18;0,19;0,10;0,10;0,10;0,09;0,09;0,08;0,08;0,09;0,08;0,03;0,03
D214L;Autres impôts sur les produits n.c.a.;FIN;Finlande;EUR;Euro;0,00;1,00;6,00;4,00;3,00;4,00;3,00;3,00;3,00;2,00;4,00;2,00;3,00;3,00;3,00;4,00;2,00;6,00;9,00;8,00;10,00;9,00;9,00
D51C;Impôts sur les gains de détention;FIN;Finlande;EUR;Euro;387,00;426,00;568,00;730,00;963,00;1223,00;772,00;450,00;726,00;790,00;559,00;868,00;948,00;1086,00;885,00;1188,00;1264,00;1071,00;1281,00;2145,00;1517,00;1021,00;1019,00
D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;FIN;Finlande;EUR;Euro;387,00;426,00;568,00;730,00;963,00;1223,00;772,00;450,00;726,00;790,00;559,00;868,00;948,00;1086,00;885,00;1188,00;1264,00;1071,00;1281,00;2145,00;1517,00;1021,00;1019,00
D29F;Impôts sur les émissions polluantes;FIN;Finlande;EUR;Euro;32,00;41,00;42,00;53,00;55,00;56,00;52,00;45,00;42,00;64,00;56,00;56,00;148,00;95,00;111,00;87,00;120,00;266,00;228,00;241,00;507,00;500,00;520,00
ODA;Total des recettes fiscales;FIN;Finlande;EUR;Euro;47114,00;46989,00;48385,00;50197,00;52311,00;55863,00;57282,00;51895,00;53515,00;58784,00;59823,00;62889,00;63845,00;65121,00;67209,00;69688,00;71081,00;72741,00;71875,00;77653,00;83004,00;82305,00;83899,00
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;FIN;Finlande;EUR;Euro;64382,00;64364,00;66373,00;69305,00;72816,00;77475,00;79841,00;74170,00;76417,00;82821,00;85351,00;88791,00;90133,00;92063,00;95147,00;96988,00;98997,00;101282,00;99436,00;108100,00;115204,00;116448,00;116568,00
D51;Impôts sur le revenu;FIN;Finlande;EUR;Euro;26105,00;24916,00;25589,00;26518,00;27704,00;30415,00;31127,00;26565,00;27164,00;29398,00;29267,00;30850,00;31546,00;32444,00;33021,00;34456,00;34543,00;35510,00;35022,00;39211,00;42733,00;42638,00;43275,00
D29C;Impôts sur la masse salariale ou les effectifs employés;FIN;Finlande;EUR;Euro;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;
D29;Autres impôts sur la production;FIN;Finlande;EUR;Euro;310,00;332,00;181,00;169,00;179,00;190,00;196,00;197,00;1371,00;1447,00;1479,00;1732,00;1980,00;1815,00;1948,00;2048,00;2154,00;2405,00;2452,00;2479,00;2838,00;2888,00;3130,00
D611;Cotisations sociales effectives à la charge des employeurs;FIN;Finlande;EUR;Euro;12873,00;12961,00;13462,00;14179,00;14876,00;15758,00;16723,00;16300,00;16078,00;16969,00;17708,00;17921,00;17914,00;18259,00;18788,00;17602,00;17642,00;17786,00;16712,00;18898,00;20291,00;21249,00;20594,00
D214C;Impôts sur les opérations financières et les opérations en capital;FIN;Finlande;EUR;Euro;340,00;337,00;429,00;554,00;549,00;698,00;483,00;489,00;531,00;544,00;582,00;590,00;708,00;783,00;874,00;776,00;844,00;857,00;822,00;1002,00;917,00;581,00;591,00
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;FIN;Finlande;EUR;Euro;20058,00;19905,00;20177,00;21211,00;22038,00;23396,00;24593,00;23011,00;22545,00;24181,00;24989,00;25998,00;27523,00;27824,00;28136,00;28277,00;28569,00;29401,00;29873,00;32270,00;34604,00;34788,00;36060,00
D61;Cotisations sociales nettes;FIN;Finlande;EUR;Euro;17268,00;17375,00;17988,00;19108,00;20505,00;21612,00;22559,00;22275,00;22902,00;24037,00;25528,00;25902,00;26288,00;26942,00;27938,00;27300,00;27916,00;28541,00;27561,00;30447,00;32200,00;34143,00;32669,00
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;FIN;Finlande;EUR;Euro;202,00;209,00;536,00;453,00;477,00;509,00;529,00;538,00;569,00;612,00;642,00;724,00;732,00;773,00;912,00;985,00;1012,00;978,00;995,00;967,00;944,00;925,00;898,00
D211;Taxes du type TVA;FIN;Finlande;EUR;Euro;11731,00;12487,00;13010,00;13748,00;14537,00;15207,00;15658,00;15176,00;15533,00;17315,00;17987,00;18888,00;18948,00;18974,00;19694,00;20404,00;21364,00;21974,00;22005,00;23551,00;25061,00;25087,00;25856,00
D61N;Cotisations sociales effectives des employeurs et des ménages;FIN;Finlande;EUR;Euro;17268,00;17375,00;17988,00;19108,00;20505,00;21612,00;22559,00;22275,00;22902,00;24037,00;25528,00;25902,00;26288,00;26942,00;27938,00;27300,00;27916,00;28541,00;27561,00;30447,00;32200,00;34143,00;32669,00
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;FIN;Finlande;EUR;Euro;12804,00;12904,00;13407,00;14127,00;14829,00;15715,00;16682,00;16261,00;16041,00;16937,00;17674,00;17888,00;17885,00;18232,00;18763,00;17585,00;17631,00;17778,00;16704,00;18890,00;20283,00;21240,00;20585,00
D91A;Impôts sur les transferts en capital;FIN;Finlande;EUR;Euro;452,00;411,00;472,00;486,00;505,00;459,00;651,00;440,00;387,00;395,00;509,00;646,00;499,00;631,00;522,00;909,00;692,00;749,00;797,00;826,00;901,00;1170,00;1273,00
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;FIN;Finlande;EUR;Euro;7567,00;7873,00;7795,00;7968,00;8124,00;8228,00;8207,00;8005,00;8491,00;9617,00;9939,00;10048,00;10140,00;10484,00;11112,00;10886,00;11316,00;11125,00;10604,00;10619,00;10527,00;9597,00;9467,00
D214J;Bénéfices des monopoles fiscaux;FIN;Finlande;EUR;Euro;733,00;771,00;782,00;800,00;794,00;807,00;829,00;868,00;874,00;883,00;901,00;948,00;963,00;967,00;966,00;1060,00;1109,00;1099,00;746,00;819,00;748,00;520,00;595,00
D6132;Cotisations effectives autres que de pension à la charge des ménages;FIN;Finlande;EUR;Euro;1418,00;1264,00;1292,00;1476,00;2039,00;2086,00;1991,00;1994,00;2506,00;2331,00;2483,00;2559,00;2589,00;2700,00;3130,00;3264,00;3470,00;3432,00;3369,00;3757,00;3657,00;4207,00;3152,00
D59A;Impôts courants sur le capital;FIN;Finlande;EUR;Euro;747,00;760,00;801,00;854,00;785,00;855,00;914,00;974,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;FIN;Finlande;EUR;Euro;3015,00;3066,00;3174,00;3464,00;3893,00;4050,00;4042,00;4141,00;4710,00;5124,00;5724,00;5811,00;6101,00;6364,00;6829,00;7467,00;8102,00;8546,00;8553,00;9133,00;9580,00;10336,00;9578,00
D91;Impôts en capital;FIN;Finlande;EUR;Euro;452,00;411,00;472,00;486,00;505,00;459,00;651,00;440,00;387,00;395,00;509,00;646,00;499,00;631,00;522,00;909,00;692,00;749,00;797,00;826,00;901,00;1170,00;1273,00
D613V;Cotisations sociales effectives volontaires des ménages;FIN;Finlande;EUR;Euro;161,00;164,00;170,00;177,00;182,00;185,00;183,00;181,00;217,00;229,00;233,00;237,00;248,00;276,00;283,00;283,00;258,00;238,00;227,00;253,00;238,00;223,00;221,00
D6112;Cotisations effectives autres que de pension à la charge des employeurs;FIN;Finlande;EUR;Euro;3287,00;3230,00;3335,00;3592,00;3683,00;3845,00;3852,00;3372,00;2994,00;3226,00;3421,00;3416,00;3301,00;3363,00;3846,00;2752,00;2258,00;1968,00;2218,00;2631,00;2705,00;3047,00;2052,00
D6111;Cotisations de pension effectives à la charge des employeurs;FIN;Finlande;EUR;Euro;9586,00;9731,00;10127,00;10587,00;11193,00;11913,00;12871,00;12928,00;13084,00;13743,00;14287,00;14505,00;14613,00;14896,00;14942,00;14850,00;15384,00;15818,00;14494,00;16267,00;17586,00;18202,00;18542,00
D51E;Autres impôts sur le revenu n.c.a.;FIN;Finlande;EUR;Euro;59,00;59,00;55,00;59,00;51,00;57,00;63,00;60,00;60,00;64,00;65,00;53,00;67,00;73,00;87,00;52,00;38,00;40,00;60,00;96,00;73,00;66,00;90,00
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;FIN;Finlande;EUR;Euro;64152,00;64143,00;66148,00;69076,00;72587,00;77247,00;79617,00;73950,00;76163,00;82560,00;85084,00;88521,00;89856,00;91760,00;94839,00;96688,00;98728,00;101036,00;99201,00;107839,00;114958,00;116216,00;116338,00
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;FIN;Finlande;EUR;Euro;5988,00;4952,00;5357,00;5248,00;5615,00;6962,00;6471,00;3494,00;4559,00;5153,00;4213,00;4799,00;3956,00;4547,00;4798,00;6127,00;5936,00;6069,00;5089,00;6845,00;8056,00;7784,00;7125,00
D29B;Impôts sur l'utilisation d'actifs fixes;FIN;Finlande;EUR;Euro;277,00;290,00;134,00;111,00;119,00;129,00;139,00;146,00;152,00;176,00;145,00;173,00;173,00;184,00;199,00;211,00;213,00;203,00;205,00;198,00;195,00;191,00;188,00
D214A;Droits d'accise et impôts de consommation;FIN;Finlande;EUR;Euro;5976,00;6196,00;5967,00;5965,00;6097,00;6015,00;6153,00;5890,00;6288,00;7322,00;7516,00;7513,00;7433,00;7679,00;8200,00;8003,00;8323,00;8119,00;8006,00;7834,00;7893,00;7462,00;7135,00
D59;Autres impôts courants;FIN;Finlande;EUR;Euro;949,00;969,00;1337,00;1307,00;1262,00;1364,00;1443,00;1512,00;569,00;612,00;642,00;724,00;732,00;773,00;912,00;985,00;1012,00;978,00;995,00;967,00;944,00;925,00;898,00
D5;Impôts courants sur le revenu, le patrimoine, etc.;FIN;Finlande;EUR;Euro;27054,00;25885,00;26926,00;27825,00;28966,00;31779,00;32570,00;28077,00;27733,00;30010,00;29909,00;31574,00;32278,00;33217,00;33933,00;35441,00;35555,00;36488,00;36017,00;40178,00;43677,00;43563,00;44173,00
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;FIN;Finlande;EUR;Euro;64382,00;64364,00;66373,00;69305,00;72816,00;77475,00;79841,00;74170,00;76417,00;82821,00;85351,00;88791,00;90133,00;92063,00;95147,00;96988,00;98997,00;101282,00;99436,00;108100,00;115204,00;116448,00;116568,00
D214G;Taxes sur les primes d'assurance;FIN;Finlande;EUR;Euro;381,00;403,00;435,00;472,00;495,00;517,00;544,00;566,00;593,00;635,00;670,00;722,00;761,00;788,00;796,00;779,00;783,00;800,00;831,00;860,00;887,00;935,00;977,00
D6131;Cotisations de pension effectives à la charge des ménages;FIN;Finlande;EUR;Euro;2977,00;3150,00;3234,00;3453,00;3590,00;3768,00;3845,00;3981,00;4318,00;4737,00;5337,00;5422,00;5785,00;5983,00;6020,00;6434,00;6804,00;7323,00;7480,00;7792,00;8252,00;8687,00;8923,00
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;FIN;Finlande;EUR;Euro;5988,00;4952,00;5357,00;5248,00;5615,00;6962,00;6471,00;3494,00;4559,00;5153,00;4213,00;4799,00;3956,00;4547,00;4798,00;6127,00;5936,00;6069,00;5089,00;6845,00;8056,00;7784,00;7125,00
D21;Impôts sur les produits;FIN;Finlande;EUR;Euro;19298,00;20361,00;20806,00;21717,00;22661,00;23435,00;23865,00;23181,00;24024,00;26932,00;27926,00;28937,00;29088,00;29458,00;30806,00;31290,00;32680,00;33099,00;32609,00;34170,00;35588,00;34684,00;35323,00
D613;Cotisations sociales effectives à la charge des ménages;FIN;Finlande;EUR;Euro;4395,00;4414,00;4526,00;4929,00;5629,00;5854,00;5836,00;5975,00;6824,00;7068,00;7820,00;7981,00;8374,00;8683,00;9150,00;9698,00;10274,00;10755,00;10849,00;11549,00;11909,00;12894,00;12075,00
D2;Impôts sur la production et les importations;FIN;Finlande;EUR;Euro;19608,00;20693,00;20987,00;21886,00;22840,00;23625,00;24061,00;23378,00;25395,00;28379,00;29405,00;30669,00;31068,00;31273,00;32754,00;33338,00;34834,00;35504,00;35061,00;36649,00;38426,00;37572,00;38453,00
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;FIN;Finlande;EUR;Euro;4234,00;4250,00;4356,00;4752,00;5447,00;5669,00;5653,00;5794,00;6607,00;6839,00;7587,00;7744,00;8126,00;8407,00;8867,00;9415,00;10016,00;10517,00;10622,00;11296,00;11671,00;12671,00;11854,00
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;FIN;Finlande;EUR;Euro;1219,00;1184,00;1182,00;1288,00;1554,00;1619,00;1611,00;1653,00;1897,00;1715,00;1863,00;1933,00;2025,00;2043,00;2038,00;1948,00;1914,00;1971,00;2069,00;2144,00;2071,00;2314,00;2255,00
D214B;Droits de timbre;FIN;Finlande;EUR;Euro;2,00;;;;;;;;;;;;;;;;;;;;;;
D214F;Taxes sur les loteries, les jeux et les paris;FIN;Finlande;EUR;Euro;111,00;123,00;131,00;129,00;134,00;135,00;138,00;139,00;144,00;172,00;210,00;217,00;218,00;222,00;231,00;228,00;226,00;217,00;163,00;67,00;42,00;60,00;130,00
D214D;Taxes à l'immatriculation des véhicules;FIN;Finlande;EUR;Euro;24,00;29,00;29,00;29,00;34,00;34,00;36,00;33,00;40,00;41,00;40,00;37,00;36,00;36,00;36,00;31,00;27,00;27,00;27,00;29,00;30,00;30,00;30,00
D611V;Cotisations sociales effectives volontaires des employeurs;FIN;Finlande;EUR;Euro;69,00;57,00;55,00;52,00;47,00;43,00;41,00;39,00;37,00;32,00;34,00;33,00;29,00;27,00;25,00;17,00;11,00;8,00;8,00;8,00;8,00;9,00;9,00
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;FIN;Finlande;EUR;Euro;19671,00;19479,00;19609,00;20481,00;21075,00;22173,00;23821,00;22561,00;21819,00;23391,00;24430,00;25130,00;26575,00;26738,00;27251,00;27089,00;27305,00;28330,00;28592,00;30125,00;33087,00;33767,00;35041,00
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;FIN;Finlande;EUR;Euro;;1,00;1,00;1,00;;;;;;;;1,00;;;;;;;;;;;
D2121;Droits sur les importations;FIN;Finlande;EUR;Euro;;1,00;1,00;1,00;;;;;;;;1,00;;;;;;;;;;;
D214H;Autres taxes sur des services déterminés;FIN;Finlande;EUR;Euro;;13,00;16,00;15,00;18,00;18,00;21,00;17,00;18,00;18,00;16,00;19,00;18,00;6,00;6,00;5,00;2,00;;;;;;
D29H;Autres impôts sur la production n.c.a.;FIN;Finlande;EUR;Euro;;;4,00;4,00;4,00;4,00;4,00;5,00;7,00;7,00;7,00;139,00;146,00;-67,00;-32,00;-24,00;8,00;65,00;69,00;80,00;90,00;94,00;164,00
D29A;Impôts sur les terrains, bâtiments et autres constructions;FIN;Finlande;EUR;Euro;;;;;;;;;1169,00;1199,00;1270,00;1363,00;1512,00;1603,00;1670,00;1774,00;1813,00;1871,00;1950,00;1960,00;2046,00;2103,00;2258,00
D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;FIN;Finlande;EUR;Euro;;;;;;;;;;;;;;;;;;;;19,00;20,00;21,00;21,00
D29G;Sous-compensation de la TVA (régime forfaitaire);FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D611V;Cotisations sociales effectives volontaires des employeurs;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122D;Impôts généraux sur les ventes;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122F;Bénéfices des monopoles sur l'importation;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59E;Impôts sur les transactions internationales;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51C3;Autres impôts sur les gains de détention n.c.a.;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D59B;Impôts de capitation;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D51C2;Impôts sur les gains de détention des sociétés;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2122B;Montants compensatoires monétaires prélevés à l'importation;FRA;France;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
