Année;Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;Montant
2014;D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;848,00
2014;D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;210327,00
2014;D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;659,00
2014;D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;229270,00
2014;D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;60298,00
2014;D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;3,00
2014;D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;7748,00
2014;D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;291,00
2014;D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;52130,00
2014;D59;Autres impôts courants;ITA;Italie;EUR;Euro;7898,00
2015;D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;0,00
2015;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00
2015;D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00
2015;D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;2240,00
2015;D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;71751,00
2015;D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;3649,00
2015;D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;674,00
2015;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;33423,00
2015;D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;231,00
2015;D211;Taxes du type TVA;ITA;Italie;EUR;Euro;100345,00
2015;D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;5250,00
2015;D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;108,00
2015;D91;Impôts en capital;ITA;Italie;EUR;Euro;1214,00
2015;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;33423,00
2015;D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;158,00
2015;D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;977,00
2015;D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;1286,00
2015;D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;480,00
2015;D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;31,00
2015;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;143272,00
2015;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;90,00
2015;D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;24589,00
2015;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;713238,00
2015;D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;219171,00
2015;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;709121,00
2015;D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;196578,00
2015;D2122C;Droits d'accise;ITA;Italie;EUR;Euro;90,00
2015;D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;250287,00
2015;D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;3649,00
2015;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;16,00
2015;ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;494067,00
2015;D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;5011,00
2015;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;71054,00
2015;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;ITA;Italie;EUR;Euro;92060,00
2015;D214B;Droits de timbre;ITA;Italie;EUR;Euro;25009,00
2015;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;ITA;Italie;EUR;Euro;200227,00
2015;D214D;Taxes à l'immatriculation des véhicules;ITA;Italie;EUR;Euro;1495,00
2015;D611;Cotisations sociales effectives à la charge des employeurs;ITA;Italie;EUR;Euro;143303,00
2015;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;ITA;Italie;EUR;Euro;31274,00
2015;D612;Cotisations sociales imputées à la charge des employeurs;ITA;Italie;EUR;Euro;4117,00
2015;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;ITA;Italie;EUR;Euro;1778,00
2015;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;708393,00
2015;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;ITA;Italie;EUR;Euro;90,00
2015;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;31290,00
2015;D5;Impôts courants sur le revenu, le patrimoine, etc.;ITA;Italie;EUR;Euro;242566,00
2015;D51D;Taxes sur les gains des loteries et des paris;ITA;Italie;EUR;Euro;581,00
2015;D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;234339,00
2015;D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;800,00
2015;D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;215054,00
2015;D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;697,00
2015;D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;57792,00
2015;D214H;Autres taxes sur des services déterminés;ITA;Italie;EUR;Euro;2335,00
2015;D29H;Autres impôts sur la production n.c.a.;ITA;Italie;EUR;Euro;29339,00
2015;D91C;Autres impôts en capital n.c.a.;ITA;Italie;EUR;Euro;309,00
2015;D21;Impôts sur les produits;ITA;Italie;EUR;Euro;192495,00
2015;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;ITA;Italie;EUR;Euro;39764,00
2015;D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;49221,00
2015;D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;1,00
2015;D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;7834,00
2015;D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;277,00
2015;D59;Autres impôts courants;ITA;Italie;EUR;Euro;8228,00
2016;D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;0,00
2016;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00
2016;D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00
2016;D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;396,00
2016;D211;Taxes du type TVA;ITA;Italie;EUR;Euro;102086,00
2016;D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;5397,00
2016;D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;2076,00
2016;D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;72562,00
2016;D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;3364,00
2016;D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;736,00
2016;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;36040,00
2016;D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;91,00
2016;D91;Impôts en capital;ITA;Italie;EUR;Euro;5360,00
2016;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;36040,00
2016;D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;212,00
2016;D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;3070,00
2016;D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;1362,00
2016;D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;400,00
2016;D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;29,00
2016;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;144170,00
2016;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;17,00
2016;D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;20849,00
2016;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;718684,00
2016;D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;220752,00
2016;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;714693,00
2016;D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;196911,00
2016;D2122C;Droits d'accise;ITA;Italie;EUR;Euro;17,00
2016;D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;245147,00
2016;D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;3364,00
2016;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;16,00
2016;ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;497932,00
2016;D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;5251,00
2016;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;71833,00
2016;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;ITA;Italie;EUR;Euro;96340,00
2016;D214B;Droits de timbre;ITA;Italie;EUR;Euro;25515,00
2016;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;ITA;Italie;EUR;Euro;200275,00
2016;D214D;Taxes à l'immatriculation des véhicules;ITA;Italie;EUR;Euro;1666,00
2016;D611;Cotisations sociales effectives à la charge des employeurs;ITA;Italie;EUR;Euro;144199,00
2016;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;ITA;Italie;EUR;Euro;31885,00
2016;D612;Cotisations sociales imputées à la charge des employeurs;ITA;Italie;EUR;Euro;3991,00
2016;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;ITA;Italie;EUR;Euro;1692,00
2016;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;713935,00
2016;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;ITA;Italie;EUR;Euro;17,00
2016;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;31901,00
2016;D5;Impôts courants sur le revenu, le patrimoine, etc.;ITA;Italie;EUR;Euro;247425,00
2016;D51D;Taxes sur les gains des loteries et des paris;ITA;Italie;EUR;Euro;622,00
2016;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;ITA;Italie;EUR;Euro;39932,00
2016;D214H;Autres taxes sur des services déterminés;ITA;Italie;EUR;Euro;2343,00
2016;D29H;Autres impôts sur la production n.c.a.;ITA;Italie;EUR;Euro;21909,00
2016;D91C;Autres impôts en capital n.c.a.;ITA;Italie;EUR;Euro;4228,00
2016;D21;Impôts sur les produits;ITA;Italie;EUR;Euro;198443,00
2016;D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;892,00
2016;D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;216761,00
2016;D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;729,00
2016;D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;237028,00
2016;D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;46704,00
2016;D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;1,00
2016;D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;9652,00
2016;D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;244,00
2016;D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;50910,00
2016;D59;Autres impôts courants;ITA;Italie;EUR;Euro;10397,00
2017;D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;0,00
2017;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00
2017;D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00
2017;D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;1566,00
2017;D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;74184,00
2017;D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;2296,00
2017;D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;815,00
2017;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;35987,00
2017;D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;355,00
2017;D211;Taxes du type TVA;ITA;Italie;EUR;Euro;107576,00
2017;D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;5399,00
2017;D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;72,00
2017;D91;Impôts en capital;ITA;Italie;EUR;Euro;2325,00
2017;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;35987,00
2017;D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;167,00
2017;D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;2888,00
2017;D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;1356,00
2017;D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;432,00
2017;D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;26,00
2017;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;147596,00
2017;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;19,00
2017;D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;20938,00
2017;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;729299,00
2017;D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;225992,00
2017;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;725113,00
2017;D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;201515,00
2017;D2122C;Droits d'accise;ITA;Italie;EUR;Euro;19,00
2017;D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;250821,00
2017;D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;2296,00
2017;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;17,00
2017;ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;503307,00
2017;D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;5189,00
2017;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;73438,00
2017;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;ITA;Italie;EUR;Euro;94351,00
2017;D214B;Droits de timbre;ITA;Italie;EUR;Euro;25223,00
2017;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;ITA;Italie;EUR;Euro;203811,00
2017;D214D;Taxes à l'immatriculation des véhicules;ITA;Italie;EUR;Euro;1801,00
2017;D611;Cotisations sociales effectives à la charge des employeurs;ITA;Italie;EUR;Euro;147622,00
2017;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;ITA;Italie;EUR;Euro;32451,00
2017;D612;Cotisations sociales imputées à la charge des employeurs;ITA;Italie;EUR;Euro;4186,00
2017;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;ITA;Italie;EUR;Euro;19,00
2017;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;ITA;Italie;EUR;Euro;1555,00
2017;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;724341,00
2017;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;32468,00
2017;D5;Impôts courants sur le revenu, le patrimoine, etc.;ITA;Italie;EUR;Euro;250161,00
2017;D51D;Taxes sur les gains des loteries et des paris;ITA;Italie;EUR;Euro;648,00
2017;D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;240518,00
2017;D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;825,00
2017;D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;221806,00
2017;D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;746,00
2017;D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;48875,00
2017;D214H;Autres taxes sur des services déterminés;ITA;Italie;EUR;Euro;2528,00
2017;D29H;Autres impôts sur la production n.c.a.;ITA;Italie;EUR;Euro;24201,00
2017;D91C;Autres impôts en capital n.c.a.;ITA;Italie;EUR;Euro;1155,00
2017;D21;Impôts sur les produits;ITA;Italie;EUR;Euro;201946,00
2017;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;ITA;Italie;EUR;Euro;40970,00
2017;D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;49179,00
2017;D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;1,00
2017;D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;9363,00
2017;D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;258,00
2017;D59;Autres impôts courants;ITA;Italie;EUR;Euro;9643,00
2018;D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;0,00
2018;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00
2018;D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00
2018;D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;6045,00
2018;D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;311,00
2018;D211;Taxes du type TVA;ITA;Italie;EUR;Euro;109333,00
2018;D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;1702,00
2018;D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;76414,00
2018;D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;1376,00
2018;D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;820,00
2018;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;32844,00
2018;D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;53,00
2018;D91;Impôts en capital;ITA;Italie;EUR;Euro;1574,00
2018;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;32844,00
2018;D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;148,00
2018;D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;2861,00
2018;D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;1417,00
2018;D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;429,00
2018;D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;37,00
2018;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;20,00
2018;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;153675,00
2018;D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;21020,00
2018;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;740486,00
2018;D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;234142,00
2018;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;736470,00
2018;D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;203527,00
2018;D2122C;Droits d'accise;ITA;Italie;EUR;Euro;20,00
2018;D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;256209,00
2018;D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;1376,00
2018;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;17,00
2018;ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;506344,00
2018;D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;5382,00
2018;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;75678,00
2018;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;ITA;Italie;EUR;Euro;95909,00
2018;D214B;Droits de timbre;ITA;Italie;EUR;Euro;25864,00
2018;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;ITA;Italie;EUR;Euro;204903,00
2018;D214D;Taxes à l'immatriculation des véhicules;ITA;Italie;EUR;Euro;1873,00
2018;D611;Cotisations sociales effectives à la charge des employeurs;ITA;Italie;EUR;Euro;153712,00
2018;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;ITA;Italie;EUR;Euro;32982,00
2018;D612;Cotisations sociales imputées à la charge des employeurs;ITA;Italie;EUR;Euro;4016,00
2018;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;ITA;Italie;EUR;Euro;20,00
2018;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;ITA;Italie;EUR;Euro;1595,00
2018;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;735697,00
2018;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;32999,00
2018;D5;Impôts courants sur le revenu, le patrimoine, etc.;ITA;Italie;EUR;Euro;248561,00
2018;D51D;Taxes sur les gains des loteries et des paris;ITA;Italie;EUR;Euro;816,00
2018;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;ITA;Italie;EUR;Euro;42679,00
2018;D214H;Autres taxes sur des services déterminés;ITA;Italie;EUR;Euro;2793,00
2018;D29H;Autres impôts sur la production n.c.a.;ITA;Italie;EUR;Euro;25970,00
2018;D91C;Autres impôts en capital n.c.a.;ITA;Italie;EUR;Euro;443,00
2018;D21;Impôts sur les produits;ITA;Italie;EUR;Euro;205262,00
2018;D29F;Impôts sur les émissions polluantes;ITA;Italie;EUR;Euro;945,00
2018;D61N;Cotisations sociales effectives des employeurs et des ménages;ITA;Italie;EUR;Euro;230126,00
2018;D613V;Cotisations sociales effectives volontaires des ménages;ITA;Italie;EUR;Euro;736,00
2018;D51;Impôts sur le revenu;ITA;Italie;EUR;Euro;238616,00
2018;D29;Autres impôts sur la production;ITA;Italie;EUR;Euro;50947,00
2018;D214J;Bénéfices des monopoles fiscaux;ITA;Italie;EUR;Euro;1,00
2018;D214F;Taxes sur les loteries, les jeux et les paris;ITA;Italie;EUR;Euro;9493,00
2018;D214L;Autres impôts sur les produits n.c.a.;ITA;Italie;EUR;Euro;237,00
2018;D214A;Droits d'accise et impôts de consommation;ITA;Italie;EUR;Euro;49026,00
2018;D59;Autres impôts courants;ITA;Italie;EUR;Euro;9945,00
2019;D51C2;Impôts sur les gains de détention des sociétés;ITA;Italie;EUR;Euro;0,00
2019;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;ITA;Italie;EUR;Euro;0,00
2019;D29C;Impôts sur la masse salariale ou les effectifs employés;ITA;Italie;EUR;Euro;0,00
2019;D59F;Autres impôts courants n.c.a.;ITA;Italie;EUR;Euro;1192,00
2019;D613;Cotisations sociales effectives à la charge des ménages;ITA;Italie;EUR;Euro;79342,00
2019;D91A;Impôts sur les transferts en capital;ITA;Italie;EUR;Euro;798,00
2019;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;ITA;Italie;EUR;Euro;35101,00
2019;D51C;Impôts sur les gains de détention;ITA;Italie;EUR;Euro;3084,00
2019;D214G;Taxes sur les primes d'assurance;ITA;Italie;EUR;Euro;6450,00
2019;D91B;Prélèvements sur le capital;ITA;Italie;EUR;Euro;226,00
2019;D211;Taxes du type TVA;ITA;Italie;EUR;Euro;111464,00
2019;D51E;Autres impôts sur le revenu n.c.a.;ITA;Italie;EUR;Euro;40,00
2019;D91;Impôts en capital;ITA;Italie;EUR;Euro;1252,00
2019;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;ITA;Italie;EUR;Euro;35101,00
2019;D214E;Taxes sur les spectacles et divertissements;ITA;Italie;EUR;Euro;138,00
2019;D59A;Impôts courants sur le capital;ITA;Italie;EUR;Euro;2845,00
2019;D29B;Impôts sur l'utilisation d'actifs fixes;ITA;Italie;EUR;Euro;1450,00
2019;D611V;Cotisations sociales effectives volontaires des employeurs;ITA;Italie;EUR;Euro;32,00
2019;D214C;Impôts sur les opérations financières et les opérations en capital;ITA;Italie;EUR;Euro;354,00
2019;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;ITA;Italie;EUR;Euro;17,00
2019;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;ITA;Italie;EUR;Euro;158410,00
2019;D61;Cotisations sociales nettes;ITA;Italie;EUR;Euro;242020,00
2019;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;ITA;Italie;EUR;Euro;762965,00
2019;D29A;Impôts sur les terrains, bâtiments et autres constructions;ITA;Italie;EUR;Euro;21077,00
2019;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;ITA;Italie;EUR;Euro;758729,00
2019;D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;ITA;Italie;EUR;Euro;209420,00
2019;D2122C;Droits d'accise;ITA;Italie;EUR;Euro;17,00
2019;D2;Impôts sur la production et les importations;ITA;Italie;EUR;Euro;261488,00
2019;D51C1;Impôts sur les gains de détention des personnes physiques ou des ménages;ITA;Italie;EUR;Euro;3084,00
2019;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;ITA;Italie;EUR;Euro;16,00
2019;ODA;Total des recettes fiscales;ITA;Italie;EUR;Euro;520945,00
2019;D59D;Paiements effectués par les ménages en vue de l’obtention de licences;ITA;Italie;EUR;Euro;5561,00
2019;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;ITA;Italie;EUR;Euro;78609,00
