Année;Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;Montant
2012;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;27,74
2012;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;EST;Estonie;EUR;Euro;4,68
2012;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;2408,64
2012;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;51,41
2012;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;963,00
2013;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2013;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2013;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;104,51
2013;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;57,24
2013;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2077,49
2013;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;4,02
2013;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,19
2013;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;2589,63
2013;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;93,50
2013;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;213,85
2013;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;1863,64
2013;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;801,85
2013;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1030,57
2013;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;6024,29
2013;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;6024,29
2013;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;136,38
2013;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;21,60
2013;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;64,78
2013;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;37,78
2013;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;801,85
2013;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;3946,80
2013;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;85,64
2013;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1863,64
2013;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;160,14
2013;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;38,15
2013;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;6062,44
2013;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;36,69
2013;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;264,82
2013;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;838,25
2013;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;2115,64
2013;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;61,78
2013;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;18,87
2013;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1357,17
2013;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;264,82
2013;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;1557,90
2013;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;6,92
2013;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;7,42
2013;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;213,85
2013;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;801,85
2013;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;326,60
2013;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;109,34
2013;D5;Impôts courants sur le revenu, le patrimoine, etc.;EST;Estonie;EUR;Euro;1357,17
2013;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;0,65
2013;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1025,39
2013;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;30,73
2013;D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;EST;Estonie;EUR;Euro;0,01
2013;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;2453,25
2013;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;53,71
2014;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2014;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2014;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;110,51
2014;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;58,95
2014;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2234,28
2014;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;4,29
2014;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,10
2014;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;2807,29
2014;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;87,50
2014;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;224,01
2014;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;2010,27
2014;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;850,24
2014;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1133,90
2014;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;6520,19
2014;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;6520,19
2014;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;158,43
2014;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;23,23
2014;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;57,15
2014;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;32,67
2014;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;850,24
2014;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;4285,91
2014;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;90,80
2014;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;2010,27
2014;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;165,45
2014;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;43,97
2014;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;6564,16
2014;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;62,01
2014;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;275,79
2014;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;901,57
2014;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;2278,25
2014;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;68,93
2014;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;19,71
2014;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1478,62
2014;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;275,79
2014;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;1711,12
2014;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;7,02
2014;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;8,81
2014;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;224,01
2014;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;850,24
2014;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;344,72
2014;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;113,50
2014;D5;Impôts courants sur le revenu, le patrimoine, etc.;EST;Estonie;EUR;Euro;1478,62
2014;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;0,51
2014;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;35,16
2014;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;2648,86
2014;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;58,56
2014;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1108,70
2015;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2015;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2015;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;123,10
2015;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;57,99
2015;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;96,73
2015;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;222,40
2015;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2355,03
2015;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;5,07
2015;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,10
2015;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;2993,59
2015;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;149,13
2015;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;6955,39
2015;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;6955,39
2015;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;2132,63
2015;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;874,74
2015;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1182,48
2015;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;22,99
2015;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;66,55
2015;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;34,12
2015;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;874,74
2015;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;4600,36
2015;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;103,29
2015;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;2132,63
2015;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;156,25
2015;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;49,00
2015;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;7004,39
2015;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;51,21
2015;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;386,16
2015;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;953,33
2015;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;2404,03
2015;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;38,13
2015;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;19,81
2015;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1606,77
2015;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;386,16
2015;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;1872,99
2015;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;7,09
2015;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;9,51
2015;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;222,40
2015;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;874,74
2015;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;424,29
2015;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;99,30
2015;D5;Impôts courants sur le revenu, le patrimoine, etc.;EST;Estonie;EUR;Euro;1606,77
2015;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;0,74
2015;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1179,30
2015;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;39,49
2015;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;2844,46
2015;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;66,15
2016;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2016;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2016;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;138,26
2016;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;59,00
2016;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2502,07
2016;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;5,17
2016;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,10
2016;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;3252,76
2016;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;108,14
2016;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;241,48
2016;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;2260,59
2016;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;1001,79
2016;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1258,73
2016;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;7382,70
2016;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;7382,70
2016;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;167,72
2016;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;26,23
2016;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;74,45
2016;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;29,37
2016;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;1001,79
2016;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;4880,63
2016;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;118,04
2016;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;2260,59
2016;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;167,44
2016;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;52,37
2016;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;7435,07
2016;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;71,28
2016;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;330,93
2016;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;1011,07
2016;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;2554,44
2016;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;38,21
2016;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;20,22
2016;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1627,87
2016;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;330,93
2016;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;1975,11
2016;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;7,36
2016;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;9,29
2016;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;241,48
2016;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;1001,79
2016;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;369,14
2016;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;103,22
2016;D5;Impôts courants sur le revenu, le patrimoine, etc.;EST;Estonie;EUR;Euro;1627,87
2016;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;2,90
2016;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;43,08
2016;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;3085,04
2016;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;74,04
2016;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1249,52
2017;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2017;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2017;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;152,12
2017;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;57,58
2017;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;117,79
2017;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;264,24
2017;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2715,84
2017;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;5,33
2017;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,09
2017;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;3434,65
2017;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;173,73
2017;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;7860,46
2017;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;7860,46
2017;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;2451,60
2017;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;994,42
2017;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1344,42
2017;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;26,86
2017;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;83,12
2017;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;31,40
2017;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;994,42
2017;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;5144,62
2017;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;131,43
2017;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;2451,60
2017;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;182,90
2017;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;61,81
2017;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;7922,27
2017;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;325,20
2017;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;76,33
2017;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;1098,80
2017;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;2777,65
2017;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;40,35
2017;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;20,69
2017;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1709,97
2017;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;325,20
2017;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;2148,71
2017;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;7,72
2017;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;14,66
2017;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;264,24
2017;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;994,42
2017;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;365,55
2017;D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;EST;Estonie;EUR;Euro;112,12
2017;D5;Impôts courants sur le revenu, le patrimoine, etc.;EST;Estonie;EUR;Euro;1709,97
2017;D29E;Autorisations d'exercer des activités commerciales ou professionnelles;EST;Estonie;EUR;Euro;3,09
2017;D6111;Cotisations de pension effectives à la charge des employeurs;EST;Estonie;EUR;Euro;1352,80
2017;D6121;Cotisations de pension imputées à la charge des employeurs;EST;Estonie;EUR;Euro;47,15
2017;D21;Impôts sur les produits;EST;Estonie;EUR;Euro;3260,92
2017;D6131;Cotisations de pension effectives à la charge des ménages;EST;Estonie;EUR;Euro;81,34
2018;D59;Autres impôts courants;EST;Estonie;EUR;Euro;0,00
2018;D59F;Autres impôts courants n.c.a.;EST;Estonie;EUR;Euro;0,00
2018;D613CSN;Cotisations sociales obligatoires à la charge des travailleurs indépendants et des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;170,99
2018;D29A;Impôts sur les terrains, bâtiments et autres constructions;EST;Estonie;EUR;Euro;57,97
2018;D61N;Cotisations sociales effectives des employeurs et des ménages;EST;Estonie;EUR;Euro;2978,38
2018;D29B;Impôts sur l'utilisation d'actifs fixes;EST;Estonie;EUR;Euro;5,32
2018;D214H;Autres taxes sur des services déterminés;EST;Estonie;EUR;Euro;0,09
2018;D2;Impôts sur la production et les importations;EST;Estonie;EUR;Euro;3649,65
2018;D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;EST;Estonie;EUR;Euro;108,27
2018;D613C;Cotisations sociales effectives obligatoires à la charge des ménages;EST;Estonie;EUR;Euro;294,35
2018;D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;EST;Estonie;EUR;Euro;2684,03
2018;D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;EST;Estonie;EUR;Euro;1016,31
2018;D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;EST;Estonie;EUR;Euro;1411,19
2018;ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;8557,08
2018;D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;EST;Estonie;EUR;Euro;8557,08
2018;D29;Autres impôts sur la production;EST;Estonie;EUR;Euro;194,37
2018;D214F;Taxes sur les loteries, les jeux et les paris;EST;Estonie;EUR;Euro;27,44
2018;D214A;Droits d'accise et impôts de consommation;EST;Estonie;EUR;Euro;72,82
2018;D29H;Autres impôts sur la production n.c.a.;EST;Estonie;EUR;Euro;33,97
2018;D212;Impôts et droits sur les importations, à l'exclusion de la TVA;EST;Estonie;EUR;Euro;1016,31
2018;ODA;Total des recettes fiscales;EST;Estonie;EUR;Euro;5578,70
2018;D613CN;Cotisations sociales effectives obligatoires à la charge des personnes n'occupant pas d'emploi;EST;Estonie;EUR;Euro;150,48
2018;D611;Cotisations sociales effectives à la charge des employeurs;EST;Estonie;EUR;Euro;2684,03
2018;D6132;Cotisations effectives autres que de pension à la charge des ménages;EST;Estonie;EUR;Euro;202,99
2018;D612;Cotisations sociales imputées à la charge des employeurs;EST;Estonie;EUR;Euro;65,51
2018;ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;EST;Estonie;EUR;Euro;8622,59
2018;D51C2;Impôts sur les gains de détention des sociétés;EST;Estonie;EUR;Euro;446,64
2018;D29F;Impôts sur les émissions polluantes;EST;Estonie;EUR;Euro;93,67
2018;D6112;Cotisations effectives autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;1204,21
2018;D61;Cotisations sociales nettes;EST;Estonie;EUR;Euro;3043,89
2018;D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;EST;Estonie;EUR;Euro;71,21
2018;D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;EST;Estonie;EUR;Euro;20,51
2018;D51;Impôts sur le revenu;EST;Estonie;EUR;Euro;1929,05
2018;D51C;Impôts sur les gains de détention;EST;Estonie;EUR;Euro;446,64
2018;D211;Taxes du type TVA;EST;Estonie;EUR;Euro;2330,70
2018;D214D;Taxes à l'immatriculation des véhicules;EST;Estonie;EUR;Euro;7,92
2018;D6122;Cotisations imputées autres que de pension à la charge des employeurs;EST;Estonie;EUR;Euro;13,85
2018;D613;Cotisations sociales effectives à la charge des ménages;EST;Estonie;EUR;Euro;294,35
2018;D2122C;Droits d'accise;EST;Estonie;EUR;Euro;1016,31
2018;D51O;Impôts sur le revenu des sociétés y compris les gains de détention;EST;Estonie;EUR;Euro;517,86
