Année;Cde_Âge;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Sexe;Sexe;Âge;Valeur_Mesurée
2016;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7300061,000
2016;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2078829,000
2016;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3667711,000
2016;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;904873,000
2016;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1173956,000
2016;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3632350,000
2016;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,296
2016;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,405
2016;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,444
2016;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,964
2016;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,299
2016;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,652
2016;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;66,052
2016;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;63,257
2016;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,631
2017;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7312259,000
2017;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2112826,000
2017;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3674963,000
2017;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;923566,000
2017;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1189260,000
2017;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3637296,000
2017;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,543
2017;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,617
2017;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,625
2017;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,953
2017;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,295
2017;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,633
2017;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,825
2017;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;63,080
2017;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,430
2018;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7325392,000
2018;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2147929,000
2018;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3682472,000
2018;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;942926,000
2018;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1205003,000
2018;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3642920,000
2018;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,799
2018;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,835
2018;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,809
2018;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,928
2018;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,281
2018;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,596
2018;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,605
2018;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,910
2018;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,237
2019;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7342747,000
2019;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2184889,000
2019;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3691712,000
2019;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;963045,000
2019;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1221844,000
2019;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3651035,000
2019;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,063
2019;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,062
2019;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,002
2019;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,876
2019;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,243
2019;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,529
2019;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,408
2019;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,755
2019;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;64,062
2020;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7357957,000
2020;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2216799,000
2020;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3700209,000
2020;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;980556,000
2020;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1236243,000
2020;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3657748,000
2020;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,298
2020;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,265
2020;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,175
2020;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,791
2020;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,174
2020;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,427
2020;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,275
2020;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,651
2020;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;63,944
2021;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7376439,000
2021;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2249220,000
2021;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3710311,000
2021;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;997569,000
2021;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1251651,000
2021;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3666128,000
2021;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,523
2021;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,469
2021;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,361
2021;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,680
2021;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;16,073
2021;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,305
2021;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,173
2021;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,567
2021;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;63,851
2022;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7422214,000
2022;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2290062,000
2022;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3730365,000
2022;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;1018663,000
2022;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1271399,000
2022;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3691849,000
2022;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,762
2022;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,673
2022;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,529
2022;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,567
2022;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;15,957
2022;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,194
2022;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,044
2022;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,514
2022;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;63,760
2023;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3719131,000
2023;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1291822,000
2023;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;1041916,000
2023;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3753776,000
2023;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2333738,000
2023;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7472907,000
2023;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;18,028
2023;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,894
2023;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,707
2023;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,401
2023;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;15,800
2023;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;17,020
2023;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;64,952
2023;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,493
2023;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;63,704
2024;Y15T64;BEL;Belgique;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;3734243,000
2024;Y_GE65;BEL;Belgique;PS;Personnes;F;Sexe féminin;65 ans et plus;1314141,000
2024;Y_GE65;BEL;Belgique;PS;Personnes;M;Sexe masculin;65 ans et plus;1066853,000
2024;Y15T64;BEL;Belgique;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;3771614,000
2024;Y_GE65;BEL;Belgique;PS;Personnes;_T;Total;65 ans et plus;2380994,000
2024;Y15T64;BEL;Belgique;PS;Personnes;_T;Total;De 15 à 64 ans;7505857,000
2024;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;18,351
2024;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,187
2024;Y_GE65;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,972
2024;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;16,175
2024;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;15,593
2024;Y_LT15;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;16,774
2024;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;64,875
2024;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;62,435
2024;Y15T64;BEL;Belgique;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;63,638
2002;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;55719011,000
2002;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;14252270,000
2002;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;28260944,000
2002;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;5624509,000
2002;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;8627761,000
2002;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;27458067,000
2002;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,953
2002;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,278
2002;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,455
2002;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;15,174
2002;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,445
2002;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,937
2002;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;70,109
2002;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,099
2002;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,548
2003;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;55595923,000
2003;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;14649405,000
2003;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;28182450,000
2003;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;5862913,000
2003;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;8786492,000
2003;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;27413473,000
2003;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,530
2003;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;17,750
2003;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;20,829
2003;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,889
2003;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;14,185
2003;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,626
2003;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,844
2003;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,986
2003;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,361
2004;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;55359157,000
2004;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;15113725,000
2004;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;28046810,000
2004;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;6130260,000
2004;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;8983465,000
2004;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;27312347,000
2004;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;15,191
2004;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,316
2004;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,307
2004;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,595
2004;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,912
2004;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,309
2004;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,501
2004;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,780
2004;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;67,089
2005;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;55063396,000
2005;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;15618761,000
2005;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;27885792,000
2005;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;6414666,000
2005;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;9204095,000
2005;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;27177604,000
2005;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;15,899
2005;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,939
2005;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,851
2005;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,293
2005;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,629
2005;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,986
2005;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;69,115
2005;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,520
2005;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,768
2006;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;54746149,000
2006;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;16084679,000
2006;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;27718676,000
2006;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;6679490,000
2006;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;9405189,000
2006;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;27027473,000
2006;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,566
2006;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,526
2006;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,364
2006;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,016
2006;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,371
2006;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,688
2006;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,746
2006;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,266
2006;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,458
2007;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;54495823,000
2007;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;16409018,000
2007;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;27585084,000
2007;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;6873768,000
2007;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;9535250,000
2007;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;26910739,000
2007;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,062
2007;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,946
2007;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,715
2007;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;13,811
2007;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,180
2007;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,468
2007;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,470
2007;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,106
2007;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,243
2008;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;54275818,000
2008;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;16623877,000
2008;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;27463467,000
2008;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;7014305,000
2008;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;9609572,000
2008;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;26812351,000
2008;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,436
2008;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,246
2008;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,945
2008;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;13,653
2008;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,034
2008;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,297
2008;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,267
2008;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,021
2008;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,101
2009;Y15T64;DEU;Allemagne;PS;Personnes;_T;Total;De 15 à 64 ans;54006063,000
2009;Y_GE65;DEU;Allemagne;PS;Personnes;_T;Total;65 ans et plus;16815375,000
2009;Y15T64;DEU;Allemagne;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;27317743,000
2009;Y_GE65;DEU;Allemagne;PS;Personnes;M;Sexe masculin;65 ans et plus;7141736,000
2009;Y_GE65;DEU;Allemagne;PS;Personnes;F;Sexe féminin;65 ans et plus;9673639,000
2009;Y15T64;DEU;Allemagne;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;26688320,000
2009;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,790
2009;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,531
2009;Y_GE65;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;23,166
2009;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;13,529
2009;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;12,923
2009;Y_LT15;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,160
2009;Y15T64;DEU;Allemagne;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,049
