Année;Cde_Âge;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Sexe;Sexe;Âge;Valeur_Mesurée
2016;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;21,215
2016;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;20,531
2016;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;21,912
2016;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,593
2016;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,402
2016;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,496
2017;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1588460,000
2017;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;347649,000
2017;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1559671,000
2017;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;304759,000
2017;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;652408,000
2017;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3148131,000
2017;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;12,801
2017;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;13,561
2017;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;14,306
2017;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;21,001
2017;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;20,327
2017;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;21,690
2017;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,510
2017;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,367
2017;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,438
2018;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1610848,000
2018;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;359441,000
2018;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1583191,000
2018;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;316986,000
2018;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3194039,000
2018;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;676427,000
2018;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,101
2018;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;13,847
2018;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;14,579
2018;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;20,767
2018;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;20,082
2018;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;21,464
2018;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,434
2018;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,338
2018;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,386
2019;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1635155,000
2019;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;372301,000
2019;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1606405,000
2019;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;329071,000
2019;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;701372,000
2019;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3241560,000
2019;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,397
2019;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;14,145
2019;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;14,879
2019;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;20,481
2019;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;19,771
2019;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;21,204
2019;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,399
2019;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,350
2019;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,374
2020;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1660188,000
2020;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;384201,000
2020;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1629921,000
2020;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;341914,000
2020;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3290109,000
2020;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;726115,000
2020;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;13,722
2020;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;14,436
2020;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;15,137
2020;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;20,153
2020;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;19,452
2020;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;20,866
2020;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,412
2020;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,411
2020;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,411
2021;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1673771,000
2021;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;394956,000
2021;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1645846,000
2021;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;352493,000
2021;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;747449,000
2021;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3319617,000
2021;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,021
2021;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;14,729
2021;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;15,424
2021;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;19,856
2021;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;19,211
2021;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;20,512
2021;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,467
2021;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,365
2021;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,415
2022;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1713631,000
2022;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;413090,000
2022;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1674744,000
2022;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;368209,000
2022;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3388375,000
2022;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;781299,000
2022;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,372
2022;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,071
2022;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;15,755
2022;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;19,566
2022;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;18,890
2022;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;20,258
2022;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,370
2022;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,356
2022;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,363
2023;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1753979,000
2023;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;426368,000
2023;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1709698,000
2023;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;379928,000
2023;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;806296,000
2023;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3463677,000
2023;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,578
2023;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,266
2023;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;15,936
2023;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;19,154
2023;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;18,505
2023;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;19,820
2023;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,602
2023;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,558
2023;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,580
2024;Y15T64;IRL;Irlande;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;1788651,000
2024;Y_GE65;IRL;Irlande;PS;Personnes;F;Sexe féminin;65 ans et plus;440061,000
2024;Y15T64;IRL;Irlande;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;1748116,000
2024;Y_GE65;IRL;Irlande;PS;Personnes;M;Sexe masculin;65 ans et plus;393148,000
2024;Y15T64;IRL;Irlande;PS;Personnes;_T;Total;De 15 à 64 ans;3536767,000
2024;Y_GE65;IRL;Irlande;PS;Personnes;_T;Total;65 ans et plus;833209,000
2024;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;14,795
2024;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;15,486
2024;Y_GE65;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;16,160
2024;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;18,778
2024;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;18,155
2024;Y_LT15;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;19,418
2024;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;65,787
2024;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,685
2024;Y15T64;IRL;Irlande;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,735
2002;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38216716,000
2002;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;10758410,000
2002;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19034139,000
2002;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4436930,000
2002;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6321480,000
2002;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19182577,000
2002;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,054
2002;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;18,845
2002;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,464
2002;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,214
2002;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,405
2002;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,076
2002;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,870
2002;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;65,131
2002;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,941
2003;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38299437,000
2003;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;10955921,000
2003;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19080922,000
2003;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4531885,000
2003;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6424036,000
2003;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19218515,000
2003;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,304
2003;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,087
2003;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,700
2003;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,188
2003;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,381
2003;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,048
2003;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,648
2003;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,919
2003;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,725
2004;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38459877,000
2004;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;11188262,000
2004;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19169421,000
2004;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4643734,000
2004;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6544528,000
2004;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19290456,000
2004;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,575
2004;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,347
2004;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;21,953
2004;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,145
2004;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,341
2004;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;15,002
2004;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,423
2004;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,707
2004;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,507
2005;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38509542,000
2005;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;11437573,000
2005;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19200753,000
2005;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4762975,000
2005;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6674598,000
2005;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19308789,000
2005;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;16,896
2005;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,663
2005;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,265
2005;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,131
2005;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,323
2005;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,990
2005;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;68,114
2005;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,411
2005;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;66,205
2006;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38506840,000
2006;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;11646051,000
2006;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19196496,000
2006;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4864151,000
2006;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6781900,000
2006;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19310344,000
2006;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,186
2006;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;19,942
2006;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,533
2006;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,122
2006;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,307
2006;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,988
2006;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;67,826
2006;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,160
2006;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,937
2007;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38659761,000
2007;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;11813082,000
2007;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19259958,000
2007;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;4947115,000
2007;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6865967,000
2007;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19399803,000
2007;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,377
2007;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,105
2007;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,670
2007;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,098
2007;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,276
2007;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,972
2007;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;67,651
2007;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,054
2007;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,797
2008;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;38910211,000
2008;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;11961443,000
2008;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19366395,000
2008;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;5023289,000
2008;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;6938154,000
2008;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19543816,000
2008;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,513
2008;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,201
2008;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,727
2008;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,084
2008;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,254
2008;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,968
2008;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;67,519
2008;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;64,019
2008;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,714
2009;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;39068912,000
2009;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;12093027,000
2009;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19426904,000
2009;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;5093016,000
2009;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;7000011,000
2009;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19642008,000
2009;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,658
2009;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,305
2009;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,791
2009;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,094
2009;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,256
2009;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,986
2009;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;De 15 à 64 ans;67,356
2009;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;De 15 à 64 ans;63,953
2009;Y15T64;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;De 15 à 64 ans;65,601
2010;Y15T64;ITA;Italie;PS;Personnes;_T;Total;De 15 à 64 ans;39187661,000
2010;Y_GE65;ITA;Italie;PS;Personnes;_T;Total;65 ans et plus;12204149,000
2010;Y15T64;ITA;Italie;PS;Personnes;M;Sexe masculin;De 15 à 64 ans;19464057,000
2010;Y_GE65;ITA;Italie;PS;Personnes;M;Sexe masculin;65 ans et plus;5153944,000
2010;Y_GE65;ITA;Italie;PS;Personnes;F;Sexe féminin;65 ans et plus;7050205,000
2010;Y15T64;ITA;Italie;PS;Personnes;F;Sexe féminin;De 15 à 64 ans;19723604,000
2010;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;65 ans et plus;17,797
2010;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;65 ans et plus;20,402
2010;Y_GE65;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;65 ans et plus;22,845
2010;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;_T;Total;Moins de 15 ans;14,088
2010;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;F;Sexe féminin;Moins de 15 ans;13,242
2010;Y_LT15;ITA;Italie;PT_POP;Pourcentage de la population;M;Sexe masculin;Moins de 15 ans;14,990
