Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
HRV;Croatie;GF0405;Transports;2007;2,536330
HRV;Croatie;GF0304;Administration pénitentiaire;2007;0,062600
HRV;Croatie;GF0103;Services généraux;2007;0,180340
HRV;Croatie;GF0604;Éclairage public;2007;0,075390
HRV;Croatie;GF0306;Ordre et sécurité publics n.c.a.;2007;0,037120
HRV;Croatie;GF0903;Enseignement postsecondaire non supérieur;2007;0,000340
HRV;Croatie;GF09;Enseignement;2007;2,228900
HRV;Croatie;GF1006;Logement;2007;0,029240
HRV;Croatie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2007;0,015980
HRV;Croatie;GF0806;Loisirs, culture et culte n.c.a.;2007;0,046190
HRV;Croatie;GF0501;Gestion des déchets;2007;0,125260
HRV;Croatie;GF0602;Équipements collectifs;2007;0,273630
HRV;Croatie;GF0801;Services récréatifs et sportifs;2007;0,233820
HRV;Croatie;GF0704;Services de santé publique;2007;0,099830
HRV;Croatie;GF08;Loisirs, culture et cultes;2007;0,881370
HRV;Croatie;GF0702;Services ambulatoires;2007;0,552010
HRV;Croatie;GF0803;Services de radiodiffusion, de télévision et d'édition;2007;0,143470
HRV;Croatie;GF0402;Agriculture, sylviculture, pêche et chasse;2007;0,482790
HRV;Croatie;GF0305;RetD concernant l'ordre et la sécurité publics;2007;0,001290
HRV;Croatie;GF1007;Exclusion sociale n.c.a.;2007;0,027030
HRV;Croatie;GF05;Protection de l'environnement;2007;0,352090
HRV;Croatie;GF0407;Autres branches d'activité;2007;0,211890
HRV;Croatie;GF0301;Services de police;2007;0,510270
HRV;Croatie;GF0802;Services culturels;2007;0,333810
HRV;Croatie;GF01;Services généraux des administrations publiques;2007;1,756980
HRV;Croatie;GF0504;Préservation de la diversité biologique et protection de la nature;2007;0,038510
HRV;Croatie;GF0804;Culte et autres services communautaires;2007;0,086210
HRV;Croatie;GF0606;Logement et équipements collectifs n.c.a.;2007;0,148870
HRV;Croatie;GF1001;Maladie et invalidité;2007;0,959520
HRV;Croatie;GF0409;Affaires économiques n.c.a.;2007;0,116030
HRV;Croatie;GF0901;Enseignement préélémentaire et primaire;2007;0,924400
HRV;Croatie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2007;0,634870
HRV;Croatie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2007;0,511830
HRV;Croatie;GF1008;RetD dans le domaine de la protection sociale;2007;0,003260
HRV;Croatie;GF0907;RetD dans le domaine de l'enseignement;2007;0,056250
HRV;Croatie;GF1004;Famille et enfants;2007;0,629210
HRV;Croatie;GF0904;Enseignement supérieur;2007;0,596020
HRV;Croatie;GF0104;Recherche fondamentale;2007;0,057560
HRV;Croatie;GF0302;Services de protection civile;2007;0,145140
HRV;Croatie;GF0908;Enseignement n.c.a.;2007;0,081670
HRV;Croatie;GF0601;Logements;2007;0,127220
HRV;Croatie;GF10;Sécurité sociale et oeuvres sociales;2007;5,632240
HRV;Croatie;GF0905;Enseignement non défini par niveau;2007;0,009010
HRV;Croatie;GF0202;Défense civile;2007;0,000250
HRV;Croatie;GF04;Affaires économiques;2007;4,066810
HRV;Croatie;GF0105;RetD concernant des services généraux des administrations publiques;2007;0,055480
HRV;Croatie;GF0706;Santé n.c.a.;2007;0,182230
HRV;Croatie;GF0906;Services annexes à l'enseignement;2007;0,113580
HRV;Croatie;GF07;Santé;2007;2,763740
HRV;Croatie;GF0603;Alimentation en eau;2007;0,178060
HRV;Croatie;GF0406;Communications;2007;0,005690
HRV;Croatie;GF0502;Gestion des eaux usées;2007;0,121080
HRV;Croatie;GF0408;RetD concernant les affaires économiques;2007;0,099370
HRV;Croatie;GF06;Logement et développement collectif;2007;0,819130
HRV;Croatie;GF0404;Industries extractives et manufacturières, construction;2007;0,092240
HRV;Croatie;GF0303;Tribunaux;2007;0,228190
HRV;Croatie;GF0503;Lutte contre la pollution;2007;0,011350
HRV;Croatie;GF0205;Défense n.c.a.;2007;0,028490
HRV;Croatie;GF03;Ordre et sécurité publics;2007;0,984620
HRV;Croatie;GF0701;Produits, appareils et matériels médicaux;2007;0,452000
HRV;Croatie;GF0106;Services généraux des administrations publiques n.c.a.;2007;0,024680
HRV;Croatie;GF1009;Protection sociale n.c.a.;2007;0,035150
HRV;Croatie;GF1002;Vieillesse;2007;3,181220
HRV;Croatie;GF1003;Survivants;2007;0,558860
HRV;Croatie;GF0102;Aide économique extérieure;2007;0,001210
HRV;Croatie;GF0506;Protection de l'environnement n.c.a.;2007;0,046240
HRV;Croatie;GF0902;Enseignement secondaire;2007;0,447650
HRV;Croatie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2007;0,037870
HRV;Croatie;GF0204;R et D concernant la défense;2008;0,000000
HRV;Croatie;GF0108;Transferts de caractère général entre administrations publiques;2008;0,000000
HRV;Croatie;GF0703;Services hospitaliers;2008;1,440320
HRV;Croatie;GF0505;RetD dans le domaine de la protection de l'environnement;2008;0,012330
HRV;Croatie;GF0201;Défense militaire;2008;0,672680
HRV;Croatie;GF0107;Opérations concernant la dette publique;2008;0,909760
HRV;Croatie;GF0705;RetD dans le domaine de la santé;2008;0,035790
HRV;Croatie;GF02;Défense nationale;2008;0,703740
HRV;Croatie;GF0403;Combustibles et énergie;2008;0,018670
HRV;Croatie;GF1005;Chômage;2008;0,227060
HRV;Croatie;GF0405;Transports;2008;2,665310
HRV;Croatie;GF0304;Administration pénitentiaire;2008;0,066280
HRV;Croatie;GF0103;Services généraux;2008;0,209700
HRV;Croatie;GF0604;Éclairage public;2008;0,098900
HRV;Croatie;GF0306;Ordre et sécurité publics n.c.a.;2008;0,040210
HRV;Croatie;GF0903;Enseignement postsecondaire non supérieur;2008;0,000270
HRV;Croatie;GF09;Enseignement;2008;2,267680
HRV;Croatie;GF1006;Logement;2008;0,029970
HRV;Croatie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2008;0,015200
HRV;Croatie;GF0806;Loisirs, culture et culte n.c.a.;2008;0,051540
HRV;Croatie;GF0501;Gestion des déchets;2008;0,142990
HRV;Croatie;GF0602;Équipements collectifs;2008;0,341460
HRV;Croatie;GF0801;Services récréatifs et sportifs;2008;0,245100
HRV;Croatie;GF0704;Services de santé publique;2008;0,094910
HRV;Croatie;GF08;Loisirs, culture et cultes;2008;0,937990
HRV;Croatie;GF0702;Services ambulatoires;2008;0,539680
HRV;Croatie;GF0803;Services de radiodiffusion, de télévision et d'édition;2008;0,158680
HRV;Croatie;GF0402;Agriculture, sylviculture, pêche et chasse;2008;0,605060
HRV;Croatie;GF0305;RetD concernant l'ordre et la sécurité publics;2008;0,001340
HRV;Croatie;GF0203;Aide militaire à des pays étrangers;2008;0,000000
HRV;Croatie;GF1007;Exclusion sociale n.c.a.;2008;0,040740
HRV;Croatie;GF05;Protection de l'environnement;2008;0,367480
HRV;Croatie;GF0407;Autres branches d'activité;2008;0,226300
HRV;Croatie;GF0301;Services de police;2008;0,545430
HRV;Croatie;GF0802;Services culturels;2008;0,349700
HRV;Croatie;GF01;Services généraux des administrations publiques;2008;1,942480
HRV;Croatie;GF0504;Préservation de la diversité biologique et protection de la nature;2008;0,025290
HRV;Croatie;GF0804;Culte et autres services communautaires;2008;0,089590
HRV;Croatie;GF0606;Logement et équipements collectifs n.c.a.;2008;0,149870
HRV;Croatie;GF1001;Maladie et invalidité;2008;1,044330
HRV;Croatie;GF0409;Affaires économiques n.c.a.;2008;0,069130
HRV;Croatie;GF0901;Enseignement préélémentaire et primaire;2008;0,988340
HRV;Croatie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2008;0,668460
HRV;Croatie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2008;0,614020
HRV;Croatie;GF1008;RetD dans le domaine de la protection sociale;2008;0,003750
HRV;Croatie;GF0907;RetD dans le domaine de l'enseignement;2008;0,061810
HRV;Croatie;GF1004;Famille et enfants;2008;0,666530
HRV;Croatie;GF0904;Enseignement supérieur;2008;0,614210
HRV;Croatie;GF0104;Recherche fondamentale;2008;0,065360
HRV;Croatie;GF0302;Services de protection civile;2008;0,169230
HRV;Croatie;GF0908;Enseignement n.c.a.;2008;0,063620
HRV;Croatie;GF0601;Logements;2008;0,127650
HRV;Croatie;GF10;Sécurité sociale et oeuvres sociales;2008;6,146100
HRV;Croatie;GF0905;Enseignement non défini par niveau;2008;0,009600
HRV;Croatie;GF0202;Défense civile;2008;0,000330
HRV;Croatie;GF04;Affaires économiques;2008;4,469830
HRV;Croatie;GF0105;RetD concernant des services généraux des administrations publiques;2008;0,062180
HRV;Croatie;GF0706;Santé n.c.a.;2008;0,194280
HRV;Croatie;GF0906;Services annexes à l'enseignement;2008;0,101180
HRV;Croatie;GF07;Santé;2008;2,739350
HRV;Croatie;GF0603;Alimentation en eau;2008;0,174270
HRV;Croatie;GF0406;Communications;2008;0,019680
HRV;Croatie;GF0502;Gestion des eaux usées;2008;0,135650
HRV;Croatie;GF0408;RetD concernant les affaires économiques;2008;0,104630
HRV;Croatie;GF06;Logement et développement collectif;2008;0,907350
HRV;Croatie;GF0404;Industries extractives et manufacturières, construction;2008;0,147030
HRV;Croatie;GF0303;Tribunaux;2008;0,234340
HRV;Croatie;GF0503;Lutte contre la pollution;2008;0,008390
HRV;Croatie;GF0205;Défense n.c.a.;2008;0,030730
HRV;Croatie;GF03;Ordre et sécurité publics;2008;1,056840
HRV;Croatie;GF0701;Produits, appareils et matériels médicaux;2008;0,434350
HRV;Croatie;GF0106;Services généraux des administrations publiques n.c.a.;2008;0,024200
HRV;Croatie;GF1009;Protection sociale n.c.a.;2008;0,050170
HRV;Croatie;GF1002;Vieillesse;2008;3,472610
HRV;Croatie;GF1003;Survivants;2008;0,610950
HRV;Croatie;GF0102;Aide économique extérieure;2008;0,002800
HRV;Croatie;GF0506;Protection de l'environnement n.c.a.;2008;0,042850
HRV;Croatie;GF0902;Enseignement secondaire;2008;0,428650
HRV;Croatie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2008;0,043390
HRV;Croatie;GF0108;Transferts de caractère général entre administrations publiques;2009;0,000000
HRV;Croatie;GF0204;R et D concernant la défense;2009;0,000000
HRV;Croatie;GF0302;Services de protection civile;2009;0,164330
HRV;Croatie;GF0104;Recherche fondamentale;2009;0,066270
HRV;Croatie;GF0904;Enseignement supérieur;2009;0,650290
HRV;Croatie;GF1004;Famille et enfants;2009;0,815130
HRV;Croatie;GF1008;RetD dans le domaine de la protection sociale;2009;0,005680
HRV;Croatie;GF0907;RetD dans le domaine de l'enseignement;2009;0,061710
HRV;Croatie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2009;0,663150
HRV;Croatie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2009;0,484520
HRV;Croatie;GF0901;Enseignement préélémentaire et primaire;2009;1,001130
HRV;Croatie;GF0409;Affaires économiques n.c.a.;2009;0,076460
HRV;Croatie;GF1001;Maladie et invalidité;2009;1,066420
HRV;Croatie;GF0606;Logement et équipements collectifs n.c.a.;2009;0,147200
HRV;Croatie;GF0804;Culte et autres services communautaires;2009;0,075270
HRV;Croatie;GF0504;Préservation de la diversité biologique et protection de la nature;2009;0,031270
HRV;Croatie;GF01;Services généraux des administrations publiques;2009;2,039620
HRV;Croatie;GF0802;Services culturels;2009;0,384400
HRV;Croatie;GF0301;Services de police;2009;0,548760
HRV;Croatie;GF0407;Autres branches d'activité;2009;0,210960
HRV;Croatie;GF05;Protection de l'environnement;2009;0,358610
HRV;Croatie;GF0203;Aide militaire à des pays étrangers;2009;0,000000
HRV;Croatie;GF1007;Exclusion sociale n.c.a.;2009;0,044120
HRV;Croatie;GF0305;RetD concernant l'ordre et la sécurité publics;2009;0,001400
HRV;Croatie;GF0402;Agriculture, sylviculture, pêche et chasse;2009;0,604470
HRV;Croatie;GF0702;Services ambulatoires;2009;0,577730
HRV;Croatie;GF0803;Services de radiodiffusion, de télévision et d'édition;2009;0,151830
HRV;Croatie;GF0704;Services de santé publique;2009;0,098370
HRV;Croatie;GF08;Loisirs, culture et cultes;2009;0,981150
HRV;Croatie;GF0602;Équipements collectifs;2009;0,302770
HRV;Croatie;GF0801;Services récréatifs et sportifs;2009;0,283020
HRV;Croatie;GF0501;Gestion des déchets;2009;0,135470
HRV;Croatie;GF0806;Loisirs, culture et culte n.c.a.;2009;0,048150
HRV;Croatie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2009;0,019800
HRV;Croatie;GF1006;Logement;2009;0,039630
HRV;Croatie;GF0903;Enseignement postsecondaire non supérieur;2009;0,000540
HRV;Croatie;GF09;Enseignement;2009;2,452030
HRV;Croatie;GF0306;Ordre et sécurité publics n.c.a.;2009;0,040820
HRV;Croatie;GF0604;Éclairage public;2009;0,116720
HRV;Croatie;GF0103;Services généraux;2009;0,197330
HRV;Croatie;GF0405;Transports;2009;2,552500
HRV;Croatie;GF0304;Administration pénitentiaire;2009;0,068710
HRV;Croatie;GF1005;Chômage;2009;0,231680
HRV;Croatie;GF0403;Combustibles et énergie;2009;0,013920
HRV;Croatie;GF02;Défense nationale;2009;0,658080
HRV;Croatie;GF0705;RetD dans le domaine de la santé;2009;0,033830
HRV;Croatie;GF0107;Opérations concernant la dette publique;2009;1,023950
HRV;Croatie;GF0201;Défense militaire;2009;0,619040
HRV;Croatie;GF0505;RetD dans le domaine de la protection de l'environnement;2009;0,009970
HRV;Croatie;GF0703;Services hospitaliers;2009;1,461520
HRV;Croatie;GF0106;Services généraux des administrations publiques n.c.a.;2009;0,026480
HRV;Croatie;GF0701;Produits, appareils et matériels médicaux;2009;0,495450
HRV;Croatie;GF03;Ordre et sécurité publics;2009;1,072410
HRV;Croatie;GF0205;Défense n.c.a.;2009;0,038630
HRV;Croatie;GF0503;Lutte contre la pollution;2009;0,011040
HRV;Croatie;GF06;Logement et développement collectif;2009;0,841730
HRV;Croatie;GF0404;Industries extractives et manufacturières, construction;2009;0,296420
HRV;Croatie;GF0303;Tribunaux;2009;0,248370
HRV;Croatie;GF0408;RetD concernant les affaires économiques;2009;0,112800
HRV;Croatie;GF0502;Gestion des eaux usées;2009;0,115810
HRV;Croatie;GF0406;Communications;2009;0,005000
HRV;Croatie;GF0603;Alimentation en eau;2009;0,167940
HRV;Croatie;GF07;Santé;2009;2,858520
HRV;Croatie;GF0906;Services annexes à l'enseignement;2009;0,120660
HRV;Croatie;GF0706;Santé n.c.a.;2009;0,191620
HRV;Croatie;GF0105;RetD concernant des services généraux des administrations publiques;2009;0,060170
HRV;Croatie;GF04;Affaires économiques;2009;4,357060
HRV;Croatie;GF0202;Défense civile;2009;0,000400
HRV;Croatie;GF0905;Enseignement non défini par niveau;2009;0,011090
HRV;Croatie;GF10;Sécurité sociale et oeuvres sociales;2009;6,374220
HRV;Croatie;GF0908;Enseignement n.c.a.;2009;0,135700
HRV;Croatie;GF0601;Logements;2009;0,087300
HRV;Croatie;GF0102;Aide économique extérieure;2009;0,002270
HRV;Croatie;GF1003;Survivants;2009;0,611430
HRV;Croatie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2009;0,038480
HRV;Croatie;GF0506;Protection de l'environnement n.c.a.;2009;0,055060
HRV;Croatie;GF0902;Enseignement secondaire;2009;0,470910
HRV;Croatie;GF1002;Vieillesse;2009;3,509560
HRV;Croatie;GF1009;Protection sociale n.c.a.;2009;0,050580
HRV;Croatie;GF0204;R et D concernant la défense;2010;0,000000
HRV;Croatie;GF0108;Transferts de caractère général entre administrations publiques;2010;0,000000
HRV;Croatie;GF1009;Protection sociale n.c.a.;2010;0,049180
HRV;Croatie;GF1002;Vieillesse;2010;3,543800
HRV;Croatie;GF0506;Protection de l'environnement n.c.a.;2010;0,036320
HRV;Croatie;GF0902;Enseignement secondaire;2010;0,450220
HRV;Croatie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2010;0,018140
HRV;Croatie;GF1003;Survivants;2010;0,617810
HRV;Croatie;GF0102;Aide économique extérieure;2010;0,002390
HRV;Croatie;GF0408;RetD concernant les affaires économiques;2010;0,125640
HRV;Croatie;GF06;Logement et développement collectif;2010;0,783090
HRV;Croatie;GF0404;Industries extractives et manufacturières, construction;2010;0,480350
HRV;Croatie;GF0303;Tribunaux;2010;0,221640
HRV;Croatie;GF0503;Lutte contre la pollution;2010;0,008820
HRV;Croatie;GF0205;Défense n.c.a.;2010;0,034250
HRV;Croatie;GF03;Ordre et sécurité publics;2010;1,030200
HRV;Croatie;GF0701;Produits, appareils et matériels médicaux;2010;0,464670
HRV;Croatie;GF0106;Services généraux des administrations publiques n.c.a.;2010;0,021480
HRV;Croatie;GF0502;Gestion des eaux usées;2010;0,127590
HRV;Croatie;GF0706;Santé n.c.a.;2010;0,166210
HRV;Croatie;GF0906;Services annexes à l'enseignement;2010;0,117290
HRV;Croatie;GF0603;Alimentation en eau;2010;0,196230
HRV;Croatie;GF0406;Communications;2010;0,001950
HRV;Croatie;GF07;Santé;2010;2,887280
HRV;Croatie;GF04;Affaires économiques;2010;4,006560
HRV;Croatie;GF0105;RetD concernant des services généraux des administrations publiques;2010;0,051170
HRV;Croatie;GF0202;Défense civile;2010;0,000590
HRV;Croatie;GF0908;Enseignement n.c.a.;2010;0,088120
HRV;Croatie;GF0601;Logements;2010;0,091910
HRV;Croatie;GF0905;Enseignement non défini par niveau;2010;0,009240
HRV;Croatie;GF10;Sécurité sociale et oeuvres sociales;2010;6,516530
HRV;Croatie;GF0302;Services de protection civile;2010;0,168150
HRV;Croatie;GF1004;Famille et enfants;2010;0,903970
HRV;Croatie;GF0904;Enseignement supérieur;2010;0,602090
HRV;Croatie;GF0104;Recherche fondamentale;2010;0,063000
HRV;Croatie;GF1008;RetD dans le domaine de la protection sociale;2010;0,006870
HRV;Croatie;GF0907;RetD dans le domaine de l'enseignement;2010;0,065780
HRV;Croatie;GF0901;Enseignement préélémentaire et primaire;2010;1,019780
HRV;Croatie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2010;0,547370
HRV;Croatie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2010;0,515130
HRV;Croatie;GF0804;Culte et autres services communautaires;2010;0,081040
HRV;Croatie;GF0606;Logement et équipements collectifs n.c.a.;2010;0,136850
HRV;Croatie;GF0409;Affaires économiques n.c.a.;2010;0,060140
HRV;Croatie;GF1001;Maladie et invalidité;2010;1,090940
HRV;Croatie;GF0301;Services de police;2010;0,520510
HRV;Croatie;GF0802;Services culturels;2010;0,357320
HRV;Croatie;GF01;Services généraux des administrations publiques;2010;1,970480
HRV;Croatie;GF0504;Préservation de la diversité biologique et protection de la nature;2010;0,026120
HRV;Croatie;GF0407;Autres branches d'activité;2010;0,230270
HRV;Croatie;GF05;Protection de l'environnement;2010;0,350190
HRV;Croatie;GF0702;Services ambulatoires;2010;0,563280
HRV;Croatie;GF0803;Services de radiodiffusion, de télévision et d'édition;2010;0,162550
HRV;Croatie;GF0402;Agriculture, sylviculture, pêche et chasse;2010;0,653990
HRV;Croatie;GF0203;Aide militaire à des pays étrangers;2010;0,000000
HRV;Croatie;GF1007;Exclusion sociale n.c.a.;2010;0,020030
HRV;Croatie;GF0305;RetD concernant l'ordre et la sécurité publics;2010;0,001400
HRV;Croatie;GF1005;Chômage;2010;0,239290
HRV;Croatie;GF0405;Transports;2010;1,924930
HRV;Croatie;GF0304;Administration pénitentiaire;2010;0,069460
HRV;Croatie;GF0604;Éclairage public;2010;0,105770
HRV;Croatie;GF0103;Services généraux;2010;0,169540
HRV;Croatie;GF0306;Ordre et sécurité publics n.c.a.;2010;0,049040
